"","h_a","xG","xGA","npxG","npxGA","deep","deep_allowed","scored","missed","xpts","result","date","wins","draws","loses","pts","npxGD","teamId","ppda_cal","allowed_ppda","matchtime","tot_points","round","tot_goal","tot_con","Referee.x","HS.x","HST.x","HF.x","HC.x","HY.x","HR.x","AS.x","AST.x","AF.x","AC.x","AY.x","AR.x","B365H.x","B365D.x","B365A.x","HtrgPerc","AtrgPerc","matchDay"
"434","h",1.10584,1.74564,1.10584,1.74564,4,21,0,1,0.8858,"l",2020-01-11 17:30:00,0,0,1,0,-0.6398,"Tottenham",29.9375,12.3,17,30,22,36,31,"M Atkinson",14,4,4,4,0,0,13,7,8,3,2,0,4.5,4.33,1.66,0.285714285714286,0.538461538461538,"Sat"
"435","h",0.320447,2.29827,0.320447,2.29827,5,7,0,3,0.1713,"l",2020-01-12 14:00:00,0,0,1,0,-1.977823,"Bournemouth",13.0666666666667,11.44,14,20,22,20,35,"M Dean",10,1,3,5,1,0,18,6,13,5,1,0,2.6,3.3,2.7,0.1,0.333333333333333,"Sun"
"436","a",2.29827,0.320447,2.29827,0.320447,7,5,3,0,2.7243,"w",2020-01-12 14:00:00,1,0,0,3,1.977823,"Watford",11.44,13.0666666666667,14,22,22,20,34,"M Dean",10,1,3,5,1,0,18,6,13,5,1,0,2.6,3.3,2.7,0.1,0.333333333333333,"Sun"
"437","h",1.12565,3.75131,0.364481,3.75131,1,20,1,6,0.1611,"l",2020-01-12 16:30:00,0,0,1,0,-3.386829,"Aston Villa",34.3125,7.63333333333333,16,21,22,28,43,"J Moss",7,1,5,2,2,0,22,12,12,4,1,0,13,8.5,1.16,0.142857142857143,0.545454545454545,"Sun"
"438","a",3.75131,1.12565,3.75131,0.364481,20,1,6,1,2.7585,"w",2020-01-12 16:30:00,1,0,0,3,3.386829,"Man City",7.63333333333333,34.3125,16,47,22,62,25,"J Moss",7,1,5,2,2,0,22,12,12,4,1,0,13,8.5,1.16,0.142857142857143,0.545454545454545,"Sun"
"439","a",1.76697,2.39174,1.76697,1.63057,13,9,0,0,0.9373,"d",2020-01-18 12:30:00,0,1,0,1,0.1364,"Tottenham",7.29411764705882,9.16666666666667,12,31,23,36,31,"M Oliver",15,2,13,3,2,0,17,5,13,3,3,0,3.25,3.5,2.2,0.133333333333333,0.294117647058824,"Sat"
"440","h",2.39174,1.76697,1.63057,1.76697,9,13,0,0,1.8391,"d",2020-01-18 12:30:00,0,1,0,1,-0.1364,"Watford",9.16666666666667,7.29411764705882,12,23,23,20,34,"M Oliver",15,2,13,3,2,0,17,5,13,3,3,0,3.25,3.5,2.2,0.133333333333333,0.294117647058824,"Sat"
"441","h",1.22882,1.18444,1.22882,1.18444,6,1,1,1,1.3849,"d",2020-01-18 15:00:00,0,1,0,1,0.0443800000000001,"Arsenal",9.44444444444444,8.97222222222222,15,29,23,30,32,"M Dean",11,4,9,4,1,0,12,4,13,5,2,0,1.83,3.6,4.33,0.363636363636364,0.333333333333333,"Sat"
"442","a",1.02045,1.30028,1.02045,1.30028,4,7,1,1,1.0922,"d",2020-01-18 15:00:00,0,1,0,1,-0.27983,"Aston Villa",10.7777777777778,7.24137931034483,15,22,23,29,44,"A Madley",10,2,11,3,3,0,8,3,13,4,3,0,1.66,4,5,0.2,0.375,"Sat"
"443","a",0.558298,1.76046,0.558298,0.999292,4,6,0,1,0.4197,"l",2020-01-18 15:00:00,0,0,1,0,-0.440994,"Bournemouth",13.75,9.76470588235294,15,20,23,20,36,"P Tierney",16,5,10,4,2,1,6,3,10,5,2,1,2.2,3.5,3.25,0.3125,0.5,"Sat"
"444","h",1.30028,1.02045,1.30028,1.02045,7,4,1,1,1.6034,"d",2020-01-18 15:00:00,0,1,0,1,0.27983,"Brighton",7.24137931034483,10.7777777777778,15,25,23,26,31,"A Madley",10,2,11,3,3,0,8,3,13,4,3,0,1.66,4,5,0.2,0.375,"Sat"
"445","a",0.586716,2.47314,0.586716,2.47314,2,23,2,2,0.2482,"d",2020-01-18 15:00:00,0,1,0,1,-1.886424,"Crystal Palace",29.5,4.92307692307692,15,30,23,22,26,"S Scott",25,6,9,14,1,0,5,3,7,2,2,0,1.1,11,19,0.24,0.6,"Sat"
"446","a",1.95473,1.68436,1.95473,1.68436,4,2,1,1,1.5778,"d",2020-01-18 15:00:00,0,1,0,1,0.27037,"Everton",8.25925925925926,9.8,15,29,23,26,33,"A Marriner",12,6,11,7,1,0,11,3,13,6,0,0,2.9,3.5,2.37,0.5,0.272727272727273,"Sat"
"447","h",2.47314,0.586716,2.47314,0.586716,23,2,2,2,2.6209,"d",2020-01-18 15:00:00,0,1,0,1,1.886424,"Man City",4.92307692307692,29.5,15,48,23,64,27,"S Scott",25,6,9,14,1,0,5,3,7,2,2,0,1.1,11,19,0.24,0.6,"Sat"
"448","h",1.76046,0.558298,0.999292,0.558298,6,4,1,0,2.3787,"w",2020-01-18 15:00:00,1,0,0,3,0.440994,"Norwich",9.76470588235294,13.75,15,17,23,23,45,"P Tierney",16,5,10,4,2,1,6,3,10,5,2,1,2.2,3.5,3.25,0.3125,0.5,"Sat"
"449","a",1.18444,1.22882,1.18444,1.22882,1,6,1,1,1.2883,"d",2020-01-18 15:00:00,0,1,0,1,-0.0443800000000001,"Sheffield United",8.97222222222222,9.44444444444444,15,33,23,25,22,"M Dean",11,4,9,4,1,0,12,4,13,5,2,0,1.83,3.6,4.33,0.363636363636364,0.333333333333333,"Sat"
"450","h",0.786974,2.1772,0.786974,1.41604,2,5,2,3,0.3968,"l",2020-01-18 15:00:00,0,0,1,0,-0.629066,"Southampton",5.19444444444444,15.3076923076923,15,28,23,29,42,"D England",11,5,13,1,2,0,8,4,12,3,1,0,2.4,3.4,3,0.454545454545455,0.5,"Sat"
"451","h",1.68436,1.95473,1.68436,1.95473,2,4,1,1,1.1683,"d",2020-01-18 15:00:00,0,1,0,1,-0.27037,"West Ham",9.8,8.25925925925926,15,23,22,26,34,"A Marriner",12,6,11,7,1,0,11,3,13,6,0,0,2.9,3.5,2.37,0.5,0.272727272727273,"Sat"
"452","a",2.1772,0.786974,1.41604,0.786974,5,2,3,2,2.4401,"w",2020-01-18 15:00:00,1,0,0,3,0.629066,"Wolves",15.3076923076923,5.19444444444444,15,34,23,34,30,"D England",11,5,13,1,2,0,8,4,12,3,1,0,2.4,3.4,3,0.454545454545455,0.5,"Sat"
"453","a",2.05436,0.892988,2.05436,0.892988,11,3,0,1,2.2278,"l",2020-01-18 17:30:00,0,0,1,0,1.161372,"Chelsea",4.23333333333333,23.2727272727273,17,39,23,39,30,"C Kavanagh",7,2,9,1,1,0,19,4,14,10,1,0,6,4.5,1.5,0.285714285714286,0.210526315789474,"Sat"
"454","h",0.892988,2.05436,0.892988,2.05436,3,11,1,0,0.5625,"w",2020-01-18 17:30:00,1,0,0,3,-1.161372,"Newcastle United",23.2727272727273,4.23333333333333,17,29,23,22,34,"C Kavanagh",7,2,9,1,1,0,19,4,14,10,1,0,6,4.5,1.5,0.285714285714286,0.210526315789474,"Sat"
"455","h",1.50886,2.33415,1.50886,1.55792,3,14,2,1,0.7242,"w",2020-01-19 14:00:00,1,0,0,3,-0.0490599999999999,"Burnley",9.72,9.82608695652174,14,27,23,26,38,"A Taylor",8,5,14,4,1,0,18,8,8,5,0,0,4.33,3.75,1.83,0.625,0.444444444444444,"Sun"
"456","a",2.33415,1.50886,1.55792,1.50886,14,3,1,2,2.016,"l",2020-01-19 14:00:00,0,0,1,0,0.0490599999999999,"Leicester",9.82608695652174,9.72,14,45,23,48,23,"A Taylor",8,5,14,4,1,0,18,8,8,5,0,0,4.33,3.75,1.83,0.625,0.444444444444444,"Sun"
"457","h",2.00655,1.4185,2.00655,1.4185,12,5,2,0,1.7649,"w",2020-01-19 16:30:00,1,0,0,3,0.58805,"Liverpool",11,15,16,64,22,52,14,"C Pawson",16,5,7,11,1,0,9,4,10,5,3,0,1.36,5.25,8,0.3125,0.444444444444444,"Sun"
"458","a",1.4185,2.00655,1.4185,2.00655,5,12,0,2,0.9771,"l",2020-01-19 16:30:00,0,0,1,0,-0.58805,"Man Utd",15,11,16,34,23,36,27,"C Pawson",16,5,7,11,1,0,9,4,10,5,3,0,1.36,5.25,8,0.3125,0.444444444444444,"Sun"
"459","h",1.06739,1.81101,1.06739,1.81101,6,1,2,1,0.7277,"w",2020-01-21 19:30:00,1,0,0,3,-0.74362,"Aston Villa",6.17391304347826,9.27272727272727,19,25,24,31,45,"M Atkinson",16,5,11,6,2,0,8,2,18,3,2,0,2.8,3.5,2.45,0.3125,0.25,"Tue"
"460","h",1.92315,1.97227,1.92315,1.97227,6,4,3,1,1.3207,"w",2020-01-21 19:30:00,1,0,0,3,-0.0491200000000001,"Bournemouth",11.1290322580645,6.42857142857143,19,23,24,23,37,"K Friend",11,3,9,5,1,0,21,8,12,8,1,0,2.87,3.4,2.45,0.272727272727273,0.380952380952381,"Tue"
"461","a",1.97227,1.92315,1.97227,1.92315,4,6,1,3,1.4041,"l",2020-01-21 19:30:00,0,0,1,0,0.0491200000000001,"Brighton",6.42857142857143,11.1290322580645,19,25,24,27,34,"K Friend",11,3,9,5,1,0,21,8,12,8,1,0,2.87,3.4,2.45,0.272727272727273,0.380952380952381,"Tue"
"462","h",0.674589,1.1306,0.674589,1.1306,9,8,0,2,0.9164,"l",2020-01-21 19:30:00,0,0,1,0,-0.456011,"Crystal Palace",7.83333333333333,4.5,19,30,24,22,28,"A Marriner",6,0,12,0,1,0,15,6,13,8,2,0,2.7,3.25,2.7,0,0.4,"Tue"
"463","h",2.05254,0.570931,2.05254,0.570931,5,2,2,2,2.4683,"d",2020-01-21 19:30:00,0,1,0,1,1.481609,"Everton",11.72,15.0869565217391,19,30,24,28,35,"S Hooper",17,8,13,6,1,0,8,2,10,4,1,0,1.55,4.1,6,0.470588235294118,0.25,"Tue"
"464","a",2.873,0.774943,2.11183,0.774943,11,6,1,0,2.7454,"w",2020-01-21 19:30:00,1,0,0,3,1.336887,"Man City",8.83333333333333,23,19,51,24,65,27,"L Mason",4,1,13,5,4,0,18,5,13,13,3,0,7,5,1.4,0.25,0.277777777777778,"Tue"
"465","a",0.570931,2.05254,0.570931,2.05254,2,5,2,2,0.3611,"d",2020-01-21 19:30:00,0,1,0,1,-1.481609,"Newcastle United",15.0869565217391,11.72,19,30,24,24,36,"S Hooper",17,8,13,6,1,0,8,2,10,4,1,0,1.55,4.1,6,0.470588235294118,0.25,"Tue"
"466","h",0.774943,2.873,0.774943,2.11183,6,11,0,1,0.1615,"l",2020-01-21 19:30:00,0,0,1,0,-1.336887,"Sheffield United",23,8.83333333333333,19,33,24,25,23,"L Mason",4,1,13,5,4,0,18,5,13,13,3,0,7,5,1.4,0.25,0.277777777777778,"Tue"
"467","a",1.1306,0.674589,1.1306,0.674589,8,9,2,0,1.76,"w",2020-01-21 19:30:00,1,0,0,3,0.456011,"Southampton",4.5,7.83333333333333,19,31,24,31,42,"A Marriner",6,0,12,0,1,0,15,6,13,8,2,0,2.7,3.25,2.7,0,0.4,"Tue"
"468","a",1.81101,1.06739,1.81101,1.06739,1,6,1,2,2.0249,"l",2020-01-21 19:30:00,0,0,1,0,0.74362,"Watford",9.27272727272727,6.17391304347826,19,23,24,21,36,"M Atkinson",16,5,11,6,2,0,8,2,18,3,2,0,2.8,3.5,2.45,0.3125,0.25,"Tue"
"469","a",0.568077,3.38612,0.568077,2.62495,2,21,2,2,0.0592,"d",2020-01-21 20:15:00,0,1,0,1,-2.056873,"Arsenal",21.6666666666667,8.32142857142857,20,30,24,32,34,"S Attwell",19,8,11,17,2,0,2,2,6,5,1,1,1.72,3.9,4.5,0.421052631578947,1,"Tue"
"470","h",3.38612,0.568077,2.62495,0.568077,21,2,2,2,2.899,"d",2020-01-21 20:15:00,0,1,0,1,2.056873,"Chelsea",8.32142857142857,21.6666666666667,20,40,24,41,32,"S Attwell",19,8,11,17,2,0,2,2,6,5,1,1,1.72,3.9,4.5,0.421052631578947,1,"Tue"
"471","h",2.91302,1.16254,2.15185,0.401371,18,2,4,1,2.6223,"w",2020-01-22 19:30:00,1,0,0,3,1.750479,"Leicester",5.95454545454545,15.8,19,48,24,52,24,"D Coote",19,8,10,7,1,0,6,2,19,8,1,0,1.53,4.33,6,0.421052631578947,0.333333333333333,"Wed"
"472","a",1.42472,2.22282,0.663547,2.22282,11,7,1,2,0.6974,"l",2020-01-22 19:30:00,0,0,1,0,-1.559273,"Norwich",14.2352941176471,9.03225806451613,19,17,24,24,47,"C Kavanagh",14,3,12,7,0,0,12,2,7,3,1,0,1.4,5,7.5,0.214285714285714,0.166666666666667,"Wed"
"473","h",2.22282,1.42472,2.22282,0.663547,7,11,2,1,2.0477,"w",2020-01-22 19:30:00,1,0,0,3,1.559273,"Tottenham",9.03225806451613,14.2352941176471,19,34,24,38,32,"C Kavanagh",14,3,12,7,0,0,12,2,7,3,1,0,1.4,5,7.5,0.214285714285714,0.166666666666667,"Wed"
"474","a",1.16254,2.91302,0.401371,2.15185,2,18,1,4,0.2424,"l",2020-01-22 19:30:00,0,0,1,0,-1.750479,"West Ham",15.8,5.95454545454545,19,23,23,27,38,"D Coote",19,8,10,7,1,0,6,2,19,8,1,0,1.53,4.33,6,0.421052631578947,0.333333333333333,"Wed"
"475","a",0.717284,1.416,0.717284,1.416,3,11,2,0,0.8269,"w",2020-01-22 20:15:00,1,0,0,3,-0.698716,"Burnley",13.8846153846154,10.9,20,30,24,28,38,"J Moss",24,7,11,5,0,0,5,2,7,2,2,0,1.36,4.75,9,0.291666666666667,0.4,"Wed"
"476","h",1.416,0.717284,1.416,0.717284,11,3,0,2,1.8838,"l",2020-01-22 20:15:00,0,0,1,0,0.698716,"Man Utd",10.9,13.8846153846154,20,34,24,36,29,"J Moss",24,7,11,5,0,0,5,2,7,2,2,0,1.36,4.75,9,0.291666666666667,0.4,"Wed"
"477","a",1.59024,1.85442,1.59024,1.85442,2,4,2,1,1.1464,"w",2020-01-23 20:00:00,1,0,0,3,-0.26418,"Liverpool",11.8888888888889,22.375,20,67,23,54,15,"M Oliver",10,3,6,2,0,0,13,6,11,4,1,0,5.75,3.8,1.61,0.3,0.461538461538462,"Thu"
"478","h",1.85442,1.59024,1.85442,1.59024,4,2,1,2,1.6036,"l",2020-01-23 20:00:00,0,0,1,0,0.26418,"Wolves",22.375,11.8888888888889,20,34,24,35,32,"M Oliver",10,3,6,2,0,0,13,6,11,4,1,0,5.75,3.8,1.61,0.3,0.461538461538462,"Thu"
"479","a",2.59926,0.878341,1.83809,0.878341,11,2,2,0,2.569,"w",2020-01-29 19:45:00,1,0,0,3,0.959749,"Liverpool",7.48148148148148,38.3571428571429,19,70,24,56,15,"J Moss",7,4,6,3,2,0,13,5,6,7,0,0,8.5,5.5,1.33,0.571428571428571,0.384615384615385,"Wed"
"480","h",0.878341,2.59926,0.878341,1.83809,2,11,0,2,0.2893,"l",2020-01-29 19:45:00,0,0,1,0,-0.959749,"West Ham",38.3571428571429,7.48148148148148,19,23,24,27,40,"J Moss",7,4,6,3,2,0,13,5,6,7,0,0,8.5,5.5,1.33,0.571428571428571,0.384615384615385,"Wed"
"481","a",0.806995,1.65956,0.806995,1.65956,8,5,2,2,0.7105,"d",2020-02-01 12:30:00,0,1,0,1,-0.852565,"Chelsea",14.6315789473684,7.84848484848485,12,41,25,43,34,"L Mason",14,4,16,4,2,0,7,3,14,6,2,0,2.5,3.6,2.7,0.285714285714286,0.428571428571429,"Sat"
"482","h",1.65956,0.806995,1.65956,0.806995,5,8,2,2,2.0278,"d",2020-02-01 12:30:00,0,1,0,1,0.852565,"Leicester",7.84848484848485,14.6315789473684,12,49,25,54,26,"L Mason",14,4,16,4,2,0,7,3,14,6,2,0,2.5,3.6,2.7,0.285714285714286,0.428571428571429,"Sat"
"483","a",1.40955,2.72236,1.40955,2.72236,7,8,1,2,0.5551,"l",2020-02-01 15:00:00,0,0,1,0,-1.31281,"Aston Villa",7.64285714285714,10,15,25,25,32,47,"A Taylor",16,6,10,1,1,1,18,5,15,8,3,0,2.1,3.6,3.3,0.375,0.277777777777778,"Sat"
"484","h",2.72236,1.40955,2.72236,1.40955,8,7,2,1,2.2741,"w",2020-02-01 15:00:00,1,0,0,3,1.31281,"Bournemouth",10,7.64285714285714,15,26,25,25,38,"A Taylor",16,6,10,1,1,1,18,5,15,8,3,0,2.1,3.6,3.3,0.375,0.277777777777778,"Sat"
"485","a",2.03179,1.30774,2.03179,1.30774,9,5,3,3,1.8862,"d",2020-02-01 15:00:00,0,1,0,1,0.72405,"Brighton",6.33333333333333,17.3333333333333,15,26,25,30,37,"M Oliver",12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,"Sat"
"486","h",0.970063,0.860755,0.970063,0.860755,6,4,0,1,1.4111,"l",2020-02-01 15:00:00,0,0,1,0,0.109308,"Crystal Palace",11,10.3103448275862,15,30,25,22,29,"A Madley",13,3,9,9,3,0,10,3,15,5,2,0,3.1,3.1,2.5,0.230769230769231,0.3,"Sat"
"487","a",2.70178,0.919248,2.70178,0.919248,5,2,3,2,2.6442,"w",2020-02-01 15:00:00,1,0,0,3,1.782532,"Everton",8.28571428571429,9.24,15,33,25,31,37,"C Pawson",11,2,17,4,2,0,12,5,14,4,2,1,2.75,3.3,2.62,0.181818181818182,0.416666666666667,"Sat"
"488","h",3.7195,0.716298,3.7195,0.716298,8,7,4,0,2.9045,"w",2020-02-01 15:00:00,1,0,0,3,3.003202,"Liverpool",6.22727272727273,12.7391304347826,15,73,25,60,15,"K Friend",16,9,9,6,0,0,17,4,15,11,2,0,1.25,6,12,0.5625,0.235294117647059,"Sat"
"489","h",0.937293,2.39985,0.937293,2.39985,2,9,0,0,0.412,"d",2020-02-01 15:00:00,0,1,0,1,-1.462557,"Newcastle United",11.3181818181818,7.69230769230769,15,31,25,24,36,"M Atkinson",15,5,10,8,2,0,19,4,15,12,1,0,2.2,3.4,3.3,0.333333333333333,0.210526315789474,"Sat"
"490","a",2.39985,0.937293,2.39985,0.937293,9,2,0,0,2.4265,"d",2020-02-01 15:00:00,0,1,0,1,1.462557,"Norwich",7.69230769230769,11.3181818181818,15,18,25,24,47,"M Atkinson",15,5,10,8,2,0,19,4,15,12,1,0,2.2,3.4,3.3,0.333333333333333,0.210526315789474,"Sat"
"491","a",0.860755,0.970063,0.860755,0.970063,4,6,1,0,1.2473,"w",2020-02-01 15:00:00,1,0,0,3,-0.109308,"Sheffield United",10.3103448275862,11,15,36,25,26,23,"A Madley",13,3,9,9,3,0,10,3,15,5,2,0,3.1,3.1,2.5,0.230769230769231,0.3,"Sat"
"492","a",0.716298,3.7195,0.716298,3.7195,7,8,0,4,0.0605,"l",2020-02-01 15:00:00,0,0,1,0,-3.003202,"Southampton",12.7391304347826,6.22727272727273,15,31,25,31,46,"K Friend",16,9,9,6,0,0,17,4,15,11,2,0,1.25,6,12,0.5625,0.235294117647059,"Sat"
"493","h",0.919248,2.70178,0.919248,2.70178,2,5,2,3,0.2358,"l",2020-02-01 15:00:00,0,0,1,0,-1.782532,"Watford",9.24,8.28571428571429,15,23,25,23,39,"C Pawson",11,2,17,4,2,0,12,5,14,4,2,1,2.75,3.3,2.62,0.181818181818182,0.416666666666667,"Sat"
"494","h",1.30774,2.03179,1.30774,2.03179,5,9,3,3,0.8782,"d",2020-02-01 15:00:00,0,1,0,1,-0.72405,"West Ham",17.3333333333333,6.33333333333333,15,24,25,30,43,"M Oliver",12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,"Sat"
"495","h",1.18608,1.54211,1.18608,1.54211,7,4,0,0,1.1003,"d",2020-02-01 17:30:00,0,1,0,1,-0.35603,"Man Utd",7.24137931034483,9.3448275862069,17,35,25,36,29,"P Tierney",15,5,14,4,3,0,14,3,15,6,2,0,2.25,3.25,3.4,0.333333333333333,0.214285714285714,"Sat"
"496","a",1.54211,1.18608,1.54211,1.18608,4,7,0,0,1.6286,"d",2020-02-01 17:30:00,0,1,0,1,0.35603,"Wolves",9.3448275862069,7.24137931034483,17,35,25,35,32,"P Tierney",15,5,14,4,3,0,14,3,15,6,2,0,2.25,3.25,3.4,0.333333333333333,0.214285714285714,"Sat"
"497","a",1.48025,2.24562,1.48025,2.24562,4,4,0,0,0.8312,"d",2020-02-02 14:00:00,0,1,0,1,-0.76537,"Arsenal",6.63636363636364,11.1666666666667,14,31,25,32,34,"C Kavanagh",15,2,8,5,1,0,13,2,11,7,3,0,3.6,3.6,2,0.133333333333333,0.153846153846154,"Sun"
"498","h",2.24562,1.48025,2.24562,1.48025,4,4,0,0,1.9502,"d",2020-02-02 14:00:00,0,1,0,1,0.76537,"Burnley",11.1666666666667,6.63636363636364,14,31,25,28,38,"C Kavanagh",15,2,8,5,1,0,13,2,11,7,3,0,3.6,3.6,2,0.133333333333333,0.153846153846154,"Sun"
"499","a",3.25139,0.420293,2.49022,0.420293,21,6,0,2,2.9067,"l",2020-02-02 16:30:00,0,0,1,0,2.069927,"Man City",7.32,21.4117647058824,16,51,25,65,29,"M Dean",3,3,8,2,2,0,18,5,14,6,3,1,5.5,4.6,1.53,1,0.277777777777778,"Sun"
"500","h",0.420293,3.25139,0.420293,2.49022,6,21,2,0,0.057,"w",2020-02-02 16:30:00,1,0,0,3,-2.069927,"Tottenham",21.4117647058824,7.32,16,37,25,40,32,"M Dean",3,3,8,2,2,0,18,5,14,6,3,1,5.5,4.6,1.53,1,0.277777777777778,"Sun"
"501","a",0.865323,2.79103,0.865323,2.79103,8,2,1,3,0.2206,"l",2020-02-08 12:30:00,0,0,1,0,-1.925707,"Crystal Palace",7.86363636363636,8.12903225806452,12,30,26,23,32,"D Coote",14,8,11,4,0,0,10,2,12,6,1,0,1.61,3.8,6,0.571428571428571,0.2,"Sat"
"502","h",2.79103,0.865323,2.79103,0.865323,2,8,3,1,2.6689,"w",2020-02-08 12:30:00,1,0,0,3,1.925707,"Everton",8.12903225806452,7.86363636363636,12,36,26,34,38,"D Coote",14,8,11,4,0,0,10,2,12,6,1,0,1.61,3.8,6,0.571428571428571,0.2,"Sat"
"503","h",0.76201,0.280048,0.76201,0.280048,7,3,1,1,1.8077,"d",2020-02-08 17:30:00,0,1,0,1,0.481962,"Brighton",7.15,15.3636363636364,17,27,26,31,38,"K Friend",10,2,9,3,2,0,5,2,12,2,2,0,2.1,3.4,3.6,0.2,0.4,"Sat"
"504","a",0.280048,0.76201,0.280048,0.76201,3,7,1,1,0.7739,"d",2020-02-08 17:30:00,0,1,0,1,-0.481962,"Watford",15.3636363636364,7.15,17,24,26,24,40,"K Friend",10,2,9,3,2,0,5,2,12,2,2,0,2.1,3.4,3.6,0.2,0.4,"Sat"
"505","a",1.07183,2.04467,1.07183,2.04467,8,10,1,2,0.6331,"l",2020-02-09 14:00:00,0,0,1,0,-0.97284,"Bournemouth",10.15,9.36842105263158,14,26,26,26,40,"J Moss",16,6,10,8,2,0,10,2,8,4,2,0,1.66,3.6,5.75,0.375,0.2,"Sun"
"506","h",2.04467,1.07183,2.04467,1.07183,10,8,2,1,2.1409,"w",2020-02-09 14:00:00,1,0,0,3,0.97284,"Sheffield United",9.36842105263158,10.15,14,39,26,28,24,"J Moss",16,6,10,8,2,0,10,2,8,4,2,0,1.66,3.6,5.75,0.375,0.2,"Sun"
"507","a",0.527366,1.14491,0.527366,1.14491,3,6,0,0,0.7931,"d",2020-02-14 20:00:00,0,1,0,1,-0.617544,"Leicester",6.5,15.3888888888889,20,50,26,54,26,"M Dean",15,3,13,7,2,0,9,3,10,0,2,1,2.5,3.3,2.87,0.2,0.333333333333333,"Fri"
"508","h",1.14491,0.527366,1.14491,0.527366,6,3,0,0,1.8959,"d",2020-02-14 20:00:00,0,1,0,1,0.617544,"Wolves",15.3888888888889,6.5,20,36,26,35,32,"M Dean",15,3,13,7,2,0,9,3,10,0,2,1,2.5,3.3,2.87,0.2,0.333333333333333,"Fri"
"509","a",0.892699,0.694025,0.892699,0.694025,2,6,2,1,1.5452,"w",2020-02-15 12:30:00,1,0,0,3,0.198674,"Burnley",9.92,7.44444444444444,12,34,26,30,39,"S Hooper",10,2,8,4,2,0,9,6,11,3,2,0,1.75,3.8,4.75,0.2,0.666666666666667,"Sat"
"510","h",0.694025,0.892699,0.694025,0.892699,6,2,1,2,1.1051,"l",2020-02-15 12:30:00,0,0,1,0,-0.198674,"Southampton",7.44444444444444,9.92,12,31,26,32,48,"S Hooper",10,2,8,4,2,0,9,6,11,3,2,0,1.75,3.8,4.75,0.2,0.666666666666667,"Sat"
"511","a",2.07331,0.383495,2.07331,0.383495,13,3,1,0,2.671,"w",2020-02-15 17:30:00,1,0,0,3,1.689815,"Liverpool",8.14814814814815,45.4285714285714,17,76,26,61,15,"S Attwell",5,1,5,2,1,0,17,6,11,7,2,0,11,6.25,1.25,0.2,0.352941176470588,"Sat"
"512","h",0.383495,2.07331,0.383495,2.07331,3,13,0,1,0.2038,"l",2020-02-15 17:30:00,0,0,1,0,-1.689815,"Norwich",45.4285714285714,8.14814814814815,17,18,26,24,48,"S Attwell",5,1,5,2,1,0,17,6,11,7,2,0,11,6.25,1.25,0.2,0.352941176470588,"Sat"
"513","h",1.71313,3.86024,1.71313,2.95505,8,9,2,3,0.3377,"l",2020-02-16 14:00:00,0,0,1,0,-1.24192,"Aston Villa",9.47619047619048,8.72413793103448,14,25,26,34,50,"M Atkinson",18,4,12,12,2,0,23,10,10,7,0,0,4,3.8,1.85,0.222222222222222,0.434782608695652,"Sun"
"514","a",3.86024,1.71313,2.95505,1.71313,9,8,3,2,2.5529,"w",2020-02-16 14:00:00,1,0,0,3,1.24192,"Tottenham",8.72413793103448,9.47619047619048,14,40,26,43,34,"M Atkinson",18,4,12,12,2,0,23,10,10,7,0,0,4,3.8,1.85,0.222222222222222,0.434782608695652,"Sun"
"515","h",3.02257,1.16662,3.02257,1.16662,16,4,4,0,2.5614,"w",2020-02-16 16:30:00,1,0,0,3,1.85595,"Arsenal",5.6551724137931,19.5555555555556,16,34,26,36,34,"L Mason",15,7,15,5,2,0,10,2,9,6,0,0,1.4,4.75,8,0.466666666666667,0.2,"Sun"
"516","a",1.16662,3.02257,1.16662,3.02257,4,16,0,4,0.3126,"l",2020-02-16 16:30:00,0,0,1,0,-1.85595,"Newcastle United",19.5555555555556,5.6551724137931,16,31,26,24,40,"L Mason",15,7,15,5,2,0,10,2,9,6,0,0,1.4,4.75,8,0.466666666666667,0.2,"Sun"
"517","h",0.940204,0.681814,0.940204,0.681814,11,2,0,2,1.5236,"l",2020-02-17 20:00:00,0,0,1,0,0.25839,"Chelsea",8.95833333333333,13.0357142857143,20,41,26,43,36,"A Taylor",17,1,11,9,4,0,9,3,11,8,3,0,1.85,3.5,4.5,0.0588235294117647,0.333333333333333,"Mon"
"518","a",0.681814,0.940204,0.681814,0.940204,2,11,2,0,1.1273,"w",2020-02-17 20:00:00,1,0,0,3,-0.25839,"Man Utd",13.0357142857143,8.95833333333333,20,38,26,38,29,"A Taylor",17,1,11,9,4,0,9,3,11,8,3,0,1.85,3.5,4.5,0.0588235294117647,0.333333333333333,"Mon"
"519","h",2.13777,0.0895892,2.13777,0.0895892,13,1,2,0,2.7859,"w",2020-02-19 19:30:00,1,0,0,3,2.0481808,"Man City",10.2307692307692,25.8235294117647,19,54,26,67,29,"K Friend",20,7,5,6,0,0,3,0,7,1,1,0,1.12,9.5,17,0.35,0,"Wed"
"520","a",0.0895892,2.13777,0.0895892,2.13777,1,13,0,2,0.1186,"l",2020-02-19 19:30:00,0,0,1,0,-2.0481808,"West Ham",25.8235294117647,10.2307692307692,19,24,26,30,45,"K Friend",20,7,5,6,0,0,3,0,7,1,1,0,1.12,9.5,17,0.35,0,"Wed"
