Year,State,Income Level,Percent of Total,Number of Households
2011,Utah,"$75,000 to $99,999",0.1446,125996
2011,Utah,"$100,000 to $124,999",0.0874,76172
2011,Utah,"$125,000 to $149,999",0.0498,43388
2011,Utah,"$150,000 to $199,999",0.0406,35401
2011,Utah,"$200,000 or more",0.0331,28808
2011,Utah,"Less than $10,000",0.0493,42967
2011,Vermont,"$10,000 to $14,999",0.0551,14153
2011,Vermont,"$15,000 to $19,999",0.0508,13051
2011,Vermont,"$20,000 to $24,999",0.0543,13927
2011,Vermont,"$25,000 to $29,999",0.0499,12803
2011,Vermont,"$30,000 to $34,999",0.0514,13203
2011,Vermont,"$35,000 to $39,999",0.0533,13684
2011,Vermont,"$40,000 to $44,999",0.0488,12534
2011,Vermont,"$45,000 to $49,999",0.0448,11491
2011,Vermont,"$50,000 to $59,999",0.0878,22550
2011,Vermont,"$60,000 to $74,999",0.1171,30063
2011,Vermont,"$75,000 to $99,999",0.1362,34969
2011,Vermont,"$100,000 to $124,999",0.0792,20335
2011,Vermont,"$125,000 to $149,999",0.0426,10927
2011,Vermont,"$150,000 to $199,999",0.0386,9915
2011,Vermont,"$200,000 or more",0.0312,8021
2011,Vermont,"Less than $10,000",0.0588,15085
2011,Virginia,"$10,000 to $14,999",0.0427,127703
2011,Virginia,"$15,000 to $19,999",0.042,125684
2011,Virginia,"$20,000 to $24,999",0.042,125506
2011,Virginia,"$25,000 to $29,999",0.0426,127338
2011,Virginia,"$30,000 to $34,999",0.0445,133055
2011,Virginia,"$35,000 to $39,999",0.0432,129210
2011,Virginia,"$40,000 to $44,999",0.0444,132908
2011,Virginia,"$45,000 to $49,999",0.0394,117804
2011,Virginia,"$50,000 to $59,999",0.0786,235206
2011,Virginia,"$60,000 to $74,999",0.1012,302574
2011,Virginia,"$75,000 to $99,999",0.1322,395278
2011,Virginia,"$100,000 to $124,999",0.0919,274979
2011,Virginia,"$125,000 to $149,999",0.061,182469
2011,Virginia,"$150,000 to $199,999",0.0682,203872
2011,Virginia,"$200,000 or more",0.0695,208002
2011,Virginia,"Less than $10,000",0.0566,169437
2011,Washington,"$10,000 to $14,999",0.0431,112068
2011,Washington,"$15,000 to $19,999",0.0442,115002
2011,Washington,"$20,000 to $24,999",0.0459,119457
2011,Washington,"$25,000 to $29,999",0.0464,120671
2011,Washington,"$30,000 to $34,999",0.0492,128085
2011,Washington,"$35,000 to $39,999",0.0468,121689
2011,Washington,"$40,000 to $44,999",0.0469,121937
2011,Washington,"$45,000 to $49,999",0.0421,109660
2011,Washington,"$50,000 to $59,999",0.084,218578
2011,Washington,"$60,000 to $74,999",0.1092,284157
2011,Washington,"$75,000 to $99,999",0.1374,357494
2011,Washington,"$100,000 to $124,999",0.0922,239829
2011,Washington,"$125,000 to $149,999",0.0552,143613
2011,Washington,"$150,000 to $199,999",0.0524,136439
2011,Washington,"$200,000 or more",0.0455,118412
2011,Washington,"Less than $10,000",0.0597,155477
2011,West Virginia,"$10,000 to $14,999",0.0783,57939
2011,West Virginia,"$15,000 to $19,999",0.0755,55887
2011,West Virginia,"$20,000 to $24,999",0.0717,53044
2011,West Virginia,"$25,000 to $29,999",0.0642,47523
2011,West Virginia,"$30,000 to $34,999",0.0596,44087
2011,West Virginia,"$35,000 to $39,999",0.0523,38700
2011,West Virginia,"$40,000 to $44,999",0.0524,38763
2011,West Virginia,"$45,000 to $49,999",0.0447,33060
2011,West Virginia,"$50,000 to $59,999",0.0832,61560
2011,West Virginia,"$60,000 to $74,999",0.0939,69491
2011,West Virginia,"$75,000 to $99,999",0.1029,76185
2011,West Virginia,"$100,000 to $124,999",0.0553,40924
2011,West Virginia,"$125,000 to $149,999",0.0261,19291
2011,West Virginia,"$150,000 to $199,999",0.0204,15093
2011,West Virginia,"$200,000 or more",0.0168,12397
2011,West Virginia,"Less than $10,000",0.1029,76136
2011,Wisconsin,"$10,000 to $14,999",0.0528,120369
2011,Wisconsin,"$15,000 to $19,999",0.0529,120659
2011,Wisconsin,"$20,000 to $24,999",0.0548,125038
2011,Wisconsin,"$25,000 to $29,999",0.054,123128
2011,Wisconsin,"$30,000 to $34,999",0.0547,124807
2011,Wisconsin,"$35,000 to $39,999",0.0519,118232
2011,Wisconsin,"$40,000 to $44,999",0.0507,115598
2011,Wisconsin,"$45,000 to $49,999",0.0461,105055
2011,Wisconsin,"$50,000 to $59,999",0.0889,202642
2011,Wisconsin,"$60,000 to $74,999",0.1135,258710
2011,Wisconsin,"$75,000 to $99,999",0.1377,313892
2011,Wisconsin,"$100,000 to $124,999",0.0799,182166
2011,Wisconsin,"$125,000 to $149,999",0.0413,94074
2011,Wisconsin,"$150,000 to $199,999",0.0337,76929
2011,Wisconsin,"$200,000 or more",0.0276,62871
2011,Wisconsin,"Less than $10,000",0.0595,135568
2011,Wyoming,"$10,000 to $14,999",0.0455,9997
2011,Wyoming,"$15,000 to $19,999",0.0464,10180
2011,Wyoming,"$20,000 to $24,999",0.0484,10638
2011,Wyoming,"$25,000 to $29,999",0.0566,12432
2011,Wyoming,"$30,000 to $34,999",0.0513,11264
2011,Wyoming,"$35,000 to $39,999",0.0499,10960
2011,Wyoming,"$40,000 to $44,999",0.0473,10384
2011,Wyoming,"$45,000 to $49,999",0.0452,9931
2011,Wyoming,"$50,000 to $59,999",0.087,19108
2011,Wyoming,"$60,000 to $74,999",0.1155,25361
2011,Wyoming,"$75,000 to $99,999",0.1442,31675
2011,Wyoming,"$100,000 to $124,999",0.0905,19881
2011,Wyoming,"$125,000 to $149,999",0.0515,11304
2011,Wyoming,"$150,000 to $199,999",0.0408,8959
2011,Wyoming,"$200,000 or more",0.0288,6329
2011,Wyoming,"Less than $10,000",0.0511,11225
2012,Alabama,"$10,000 to $14,999",0.0708,130184
2012,Alabama,"$15,000 to $19,999",0.0669,122875
2012,Alabama,"$20,000 to $24,999",0.0639,117349
2012,Alabama,"$25,000 to $29,999",0.0597,109718
2012,Alabama,"$30,000 to $34,999",0.0559,102639
2012,Alabama,"$35,000 to $39,999",0.0519,95415
2012,Alabama,"$40,000 to $44,999",0.0502,92278
2012,Alabama,"$45,000 to $49,999",0.0421,77399
2012,Alabama,"$50,000 to $59,999",0.0797,146510
2012,Alabama,"$60,000 to $74,999",0.0954,175264
2012,Alabama,"$75,000 to $99,999",0.1082,198770
2012,Alabama,"$100,000 to $124,999",0.065,119398
2012,Alabama,"$125,000 to $149,999",0.0354,65027
2012,Alabama,"$150,000 to $199,999",0.0309,56794
2012,Alabama,"$200,000 or more",0.0253,46492
2012,Alabama,"Less than $10,000",0.0988,181464
2012,Alaska,"$10,000 to $14,999",0.035,8856
2012,Alaska,"$15,000 to $19,999",0.0357,9041
2012,Alaska,"$20,000 to $24,999",0.0381,9648
2012,Alaska,"$25,000 to $29,999",0.039,9861
2012,Alaska,"$30,000 to $34,999",0.0426,10767
2012,Alaska,"$35,000 to $39,999",0.0396,10013
2012,Alaska,"$40,000 to $44,999",0.0444,11231
2012,Alaska,"$45,000 to $49,999",0.0369,9348
2012,Alaska,"$50,000 to $59,999",0.0772,19525
2012,Alaska,"$60,000 to $74,999",0.1087,27503
2012,Alaska,"$75,000 to $99,999",0.153,38701
2012,Alaska,"$100,000 to $124,999",0.1124,28431
2012,Alaska,"$125,000 to $149,999",0.072,18207
2012,Alaska,"$150,000 to $199,999",0.0751,18987
2012,Alaska,"$200,000 or more",0.0531,13446
2012,Alaska,"Less than $10,000",0.0373,9426
2012,Arizona,"$10,000 to $14,999",0.052,122529
2012,Arizona,"$15,000 to $19,999",0.0529,124767
2012,Arizona,"$20,000 to $24,999",0.0572,134823
2012,Arizona,"$25,000 to $29,999",0.0557,131259
2012,Arizona,"$30,000 to $34,999",0.0561,132278
2012,Arizona,"$35,000 to $39,999",0.0518,122199
2012,Arizona,"$40,000 to $44,999",0.0527,124180
2012,Arizona,"$45,000 to $49,999",0.045,106185
2012,Arizona,"$50,000 to $59,999",0.084,198115
2012,Arizona,"$60,000 to $74,999",0.1045,246321
2012,Arizona,"$75,000 to $99,999",0.1202,283220
2012,Arizona,"$100,000 to $124,999",0.0759,178900
2012,Arizona,"$125,000 to $149,999",0.0441,103875
2012,Arizona,"$150,000 to $199,999",0.039,91876
2012,Arizona,"$200,000 or more",0.0347,81816
2012,Arizona,"Less than $10,000",0.0742,174815
2012,Arkansas,"$10,000 to $14,999",0.0769,86802
2012,Arkansas,"$15,000 to $19,999",0.071,80196
2012,Arkansas,"$20,000 to $24,999",0.0697,78725
2012,Arkansas,"$25,000 to $29,999",0.0653,73663
2012,Arkansas,"$30,000 to $34,999",0.0621,70077
2012,Arkansas,"$35,000 to $39,999",0.0547,61733
2012,Arkansas,"$40,000 to $44,999",0.0523,59077
2012,Arkansas,"$45,000 to $49,999",0.0454,51298
2012,Arkansas,"$50,000 to $59,999",0.0847,95573
2012,Arkansas,"$60,000 to $74,999",0.093,104990
2012,Arkansas,"$75,000 to $99,999",0.0997,112502
2012,Arkansas,"$100,000 to $124,999",0.0561,63325
2012,Arkansas,"$125,000 to $149,999",0.0291,32901
2012,Arkansas,"$150,000 to $199,999",0.0253,28534
2012,Arkansas,"$200,000 or more",0.0202,22804
2012,Arkansas,"Less than $10,000",0.0944,106597
2012,California,"$10,000 to $14,999",0.0518,645134
2012,California,"$15,000 to $19,999",0.0469,584286
2012,California,"$20,000 to $24,999",0.0478,595528
2012,California,"$25,000 to $29,999",0.0456,568160
2012,California,"$30,000 to $34,999",0.0452,563884
2012,California,"$35,000 to $39,999",0.0424,528000
2012,California,"$40,000 to $44,999",0.0429,535250
2012,California,"$45,000 to $49,999",0.0381,475113
2012,California,"$50,000 to $59,999",0.0749,934213
2012,California,"$60,000 to $74,999",0.0965,1203377
2012,California,"$75,000 to $99,999",0.1242,1548498
2012,California,"$100,000 to $124,999",0.091,1134903
2012,California,"$125,000 to $149,999",0.0601,748768
2012,California,"$150,000 to $199,999",0.0671,836973
2012,California,"$200,000 or more",0.0706,880721
2012,California,"Less than $10,000",0.0548,683523
2012,Colorado,"$10,000 to $14,999",0.045,88420
2012,Colorado,"$15,000 to $19,999",0.0452,88809
2012,Colorado,"$20,000 to $24,999",0.0478,93869
2012,Colorado,"$25,000 to $29,999",0.047,92237
2012,Colorado,"$30,000 to $34,999",0.0483,94805
2012,Colorado,"$35,000 to $39,999",0.0459,90075
2012,Colorado,"$40,000 to $44,999",0.0476,93359
2012,Colorado,"$45,000 to $49,999",0.0412,80887
2012,Colorado,"$50,000 to $59,999",0.0826,162098
2012,Colorado,"$60,000 to $74,999",0.1049,205975
2012,Colorado,"$75,000 to $99,999",0.1306,256412
2012,Colorado,"$100,000 to $124,999",0.0897,176090
2012,Colorado,"$125,000 to $149,999",0.0554,108699
2012,Colorado,"$150,000 to $199,999",0.056,109930
2012,Colorado,"$200,000 or more",0.0504,98836
2012,Colorado,"Less than $10,000",0.0623,122252
2012,Connecticut,"$10,000 to $14,999",0.0404,54957
2012,Connecticut,"$15,000 to $19,999",0.0419,56983
2012,Connecticut,"$20,000 to $24,999",0.0406,55173
2012,Connecticut,"$25,000 to $29,999",0.0396,53826
2012,Connecticut,"$30,000 to $34,999",0.0386,52517
2012,Connecticut,"$35,000 to $39,999",0.0369,50186
2012,Connecticut,"$40,000 to $44,999",0.0399,54266
2012,Connecticut,"$45,000 to $49,999",0.0334,45416
2012,Connecticut,"$50,000 to $59,999",0.0717,97566
2012,Connecticut,"$60,000 to $74,999",0.0952,129467
2012,Connecticut,"$75,000 to $99,999",0.1338,182040
2012,Connecticut,"$100,000 to $124,999",0.1002,136342
2012,Connecticut,"$125,000 to $149,999",0.0685,93132
2012,Connecticut,"$150,000 to $199,999",0.0757,102997
2012,Connecticut,"$200,000 or more",0.0884,120258
2012,Connecticut,"Less than $10,000",0.0552,75058
2012,Delaware,"$10,000 to $14,999",0.0407,13605
2012,Delaware,"$15,000 to $19,999",0.0438,14640
2012,Delaware,"$20,000 to $24,999",0.0477,15921
2012,Delaware,"$25,000 to $29,999",0.0475,15879
2012,Delaware,"$30,000 to $34,999",0.0484,16175
2012,Delaware,"$35,000 to $39,999",0.0433,14450
2012,Delaware,"$40,000 to $44,999",0.0488,16310
2012,Delaware,"$45,000 to $49,999",0.0392,13099
2012,Delaware,"$50,000 to $59,999",0.0853,28499
2012,Delaware,"$60,000 to $74,999",0.108,36077
2012,Delaware,"$75,000 to $99,999",0.1383,46209
2012,Delaware,"$100,000 to $124,999",0.0979,32706
2012,Delaware,"$125,000 to $149,999",0.0565,18880
2012,Delaware,"$150,000 to $199,999",0.0547,18288
2012,Delaware,"$200,000 or more",0.0455,15210
2012,Delaware,"Less than $10,000",0.0543,18128
2012,District of Columbia,"$10,000 to $14,999",0.0458,11975
2012,District of Columbia,"$15,000 to $19,999",0.0372,9726
2012,District of Columbia,"$20,000 to $24,999",0.0374,9771
2012,District of Columbia,"$25,000 to $29,999",0.0353,9231
2012,District of Columbia,"$30,000 to $34,999",0.0363,9489
2012,District of Columbia,"$35,000 to $39,999",0.0369,9651
2012,District of Columbia,"$40,000 to $44,999",0.0409,10683
2012,District of Columbia,"$45,000 to $49,999",0.0329,8606
2012,District of Columbia,"$50,000 to $59,999",0.0648,16914
2012,District of Columbia,"$60,000 to $74,999",0.0823,21497
2012,District of Columbia,"$75,000 to $99,999",0.1117,29172
2012,District of Columbia,"$100,000 to $124,999",0.086,22457
2012,District of Columbia,"$125,000 to $149,999",0.0573,14978
2012,District of Columbia,"$150,000 to $199,999",0.0758,19794
2012,District of Columbia,"$200,000 or more",0.1146,29944
2012,District of Columbia,"Less than $10,000",0.1045,27304
2012,Florida,"$10,000 to $14,999",0.0574,410383
2012,Florida,"$15,000 to $19,999",0.0593,423937
2012,Florida,"$20,000 to $24,999",0.0605,432340
2012,Florida,"$25,000 to $29,999",0.06,428476
2012,Florida,"$30,000 to $34,999",0.0583,416419
2012,Florida,"$35,000 to $39,999",0.0539,385510
2012,Florida,"$40,000 to $44,999",0.0535,382124
2012,Florida,"$45,000 to $49,999",0.0453,323981
2012,Florida,"$50,000 to $59,999",0.0846,604627
2012,Florida,"$60,000 to $74,999",0.1001,715717
2012,Florida,"$75,000 to $99,999",0.1119,799533
2012,Florida,"$100,000 to $124,999",0.0681,486361
2012,Florida,"$125,000 to $149,999",0.0379,270728
2012,Florida,"$150,000 to $199,999",0.0363,259478
2012,Florida,"$200,000 or more",0.0372,265616
2012,Florida,"Less than $10,000",0.0758,541783
2012,Georgia,"$10,000 to $14,999",0.058,203659
2012,Georgia,"$15,000 to $19,999",0.0557,195501
2012,Georgia,"$20,000 to $24,999",0.0564,197798
2012,Georgia,"$25,000 to $29,999",0.0538,188911
2012,Georgia,"$30,000 to $34,999",0.0544,190885
2012,Georgia,"$35,000 to $39,999",0.0488,171324
2012,Georgia,"$40,000 to $44,999",0.0485,170137
2012,Georgia,"$45,000 to $49,999",0.042,147333
2012,Georgia,"$50,000 to $59,999",0.0817,286790
2012,Georgia,"$60,000 to $74,999",0.1015,355974
2012,Georgia,"$75,000 to $99,999",0.1161,407370
2012,Georgia,"$100,000 to $124,999",0.074,259715
2012,Georgia,"$125,000 to $149,999",0.0424,148815
2012,Georgia,"$150,000 to $199,999",0.0417,146285
2012,Georgia,"$200,000 or more",0.0393,137775
2012,Georgia,"Less than $10,000",0.0856,300205
2012,Hawaii,"$10,000 to $14,999",0.036,16111
2012,Hawaii,"$15,000 to $19,999",0.0357,15972
2012,Hawaii,"$20,000 to $24,999",0.038,16989
2012,Hawaii,"$25,000 to $29,999",0.0399,17854
2012,Hawaii,"$30,000 to $34,999",0.0388,17354
2012,Hawaii,"$35,000 to $39,999",0.0393,17602
2012,Hawaii,"$40,000 to $44,999",0.0428,19169
2012,Hawaii,"$45,000 to $49,999",0.0376,16839
2012,Hawaii,"$50,000 to $59,999",0.078,34881
2012,Hawaii,"$60,000 to $74,999",0.1047,46849
2012,Hawaii,"$75,000 to $99,999",0.1485,66450
2012,Hawaii,"$100,000 to $124,999",0.1089,48711
2012,Hawaii,"$125,000 to $149,999",0.0686,30682
2012,Hawaii,"$150,000 to $199,999",0.069,30852
2012,Hawaii,"$200,000 or more",0.0566,25348
2012,Hawaii,"Less than $10,000",0.0576,25790
2012,Idaho,"$10,000 to $14,999",0.0571,32979
2012,Idaho,"$15,000 to $19,999",0.0605,34974
2012,Idaho,"$20,000 to $24,999",0.0591,34139
2012,Idaho,"$25,000 to $29,999",0.0651,37600
2012,Idaho,"$30,000 to $34,999",0.0608,35128
2012,Idaho,"$35,000 to $39,999",0.0554,32004
2012,Idaho,"$40,000 to $44,999",0.0553,31953
2012,Idaho,"$45,000 to $49,999",0.0479,27658
2012,Idaho,"$50,000 to $59,999",0.0954,55115
2012,Idaho,"$60,000 to $74,999",0.1113,64286
2012,Idaho,"$75,000 to $99,999",0.1192,68867
2012,Idaho,"$100,000 to $124,999",0.0648,37454
2012,Idaho,"$125,000 to $149,999",0.033,19078
2012,Idaho,"$150,000 to $199,999",0.0269,15539
2012,Idaho,"$200,000 or more",0.0213,12300
2012,Idaho,"Less than $10,000",0.0668,38574
2012,Illinois,"$10,000 to $14,999",0.0469,223692
2012,Illinois,"$15,000 to $19,999",0.0507,242157
2012,Illinois,"$20,000 to $24,999",0.0502,239676
2012,Illinois,"$25,000 to $29,999",0.049,233720
2012,Illinois,"$30,000 to $34,999",0.0476,227189
2012,Illinois,"$35,000 to $39,999",0.0449,214583
2012,Illinois,"$40,000 to $44,999",0.0456,217474
2012,Illinois,"$45,000 to $49,999",0.04,190783
2012,Illinois,"$50,000 to $59,999",0.0793,378775
2012,Illinois,"$60,000 to $74,999",0.103,491624
2012,Illinois,"$75,000 to $99,999",0.1304,622617
2012,Illinois,"$100,000 to $124,999",0.0868,414222
2012,Illinois,"$125,000 to $149,999",0.0527,251489
2012,Illinois,"$150,000 to $199,999",0.0525,250681
2012,Illinois,"$200,000 or more",0.0516,246274
2012,Illinois,"Less than $10,000",0.069,329319
2012,Indiana,"$10,000 to $14,999",0.056,138896
2012,Indiana,"$15,000 to $19,999",0.0566,140208
2012,Indiana,"$20,000 to $24,999",0.0589,146058
2012,Indiana,"$25,000 to $29,999",0.0584,144655
2012,Indiana,"$30,000 to $34,999",0.0593,147051
2012,Indiana,"$35,000 to $39,999",0.0539,133711
2012,Indiana,"$40,000 to $44,999",0.0532,131936
2012,Indiana,"$45,000 to $49,999",0.0466,115536
2012,Indiana,"$50,000 to $59,999",0.0872,216207
2012,Indiana,"$60,000 to $74,999",0.1085,268882
2012,Indiana,"$75,000 to $99,999",0.1248,309462
2012,Indiana,"$100,000 to $124,999",0.071,175907
2012,Indiana,"$125,000 to $149,999",0.0385,95524
2012,Indiana,"$150,000 to $199,999",0.03,74470
2012,Indiana,"$200,000 or more",0.025,62033
2012,Indiana,"Less than $10,000",0.0719,178310
2012,Iowa,"$10,000 to $14,999",0.0555,67953
2012,Iowa,"$15,000 to $19,999",0.0536,65621
2012,Iowa,"$20,000 to $24,999",0.0561,68587
2012,Iowa,"$25,000 to $29,999",0.0567,69351
2012,Iowa,"$30,000 to $34,999",0.0549,67214
2012,Iowa,"$35,000 to $39,999",0.0515,63069
2012,Iowa,"$40,000 to $44,999",0.0524,64055
2012,Iowa,"$45,000 to $49,999",0.0464,56779
2012,Iowa,"$50,000 to $59,999",0.0908,111083
2012,Iowa,"$60,000 to $74,999",0.1131,138430
2012,Iowa,"$75,000 to $99,999",0.1329,162595
2012,Iowa,"$100,000 to $124,999",0.0773,94611
2012,Iowa,"$125,000 to $149,999",0.039,47743
2012,Iowa,"$150,000 to $199,999",0.0316,38692
2012,Iowa,"$200,000 or more",0.0264,32328
2012,Iowa,"Less than $10,000",0.0616,75398
2012,Kansas,"$10,000 to $14,999",0.0526,58344
2012,Kansas,"$15,000 to $19,999",0.0538,59683
2012,Kansas,"$20,000 to $24,999",0.0562,62356
2012,Kansas,"$25,000 to $29,999",0.0559,62053
2012,Kansas,"$30,000 to $34,999",0.0548,60844
2012,Kansas,"$35,000 to $39,999",0.0525,58236
2012,Kansas,"$40,000 to $44,999",0.0517,57332
2012,Kansas,"$45,000 to $49,999",0.0472,52378
2012,Kansas,"$50,000 to $59,999",0.0871,96574
2012,Kansas,"$60,000 to $74,999",0.1086,120447
2012,Kansas,"$75,000 to $99,999",0.1267,140509
2012,Kansas,"$100,000 to $124,999",0.0777,86244
2012,Kansas,"$125,000 to $149,999",0.0417,46317
2012,Kansas,"$150,000 to $199,999",0.0371,41125
2012,Kansas,"$200,000 or more",0.033,36581
2012,Kansas,"Less than $10,000",0.0634,70368
2012,Kentucky,"$10,000 to $14,999",0.0722,122081
2012,Kentucky,"$15,000 to $19,999",0.0663,112096
2012,Kentucky,"$20,000 to $24,999",0.0636,107518
2012,Kentucky,"$25,000 to $29,999",0.0598,101124
2012,Kentucky,"$30,000 to $34,999",0.0579,97894
2012,Kentucky,"$35,000 to $39,999",0.0519,87774
2012,Kentucky,"$40,000 to $44,999",0.0501,84774
2012,Kentucky,"$45,000 to $49,999",0.0438,74071
2012,Kentucky,"$50,000 to $59,999",0.08,135266
2012,Kentucky,"$60,000 to $74,999",0.0977,165299
2012,Kentucky,"$75,000 to $99,999",0.1091,184514
2012,Kentucky,"$100,000 to $124,999",0.063,106537
2012,Kentucky,"$125,000 to $149,999",0.0335,56725
2012,Kentucky,"$150,000 to $199,999",0.0262,44360
2012,Kentucky,"$200,000 or more",0.0232,39282
2012,Kentucky,"Less than $10,000",0.1019,172401
2012,Louisiana,"$10,000 to $14,999",0.0704,119506
2012,Louisiana,"$15,000 to $19,999",0.0671,113805
2012,Louisiana,"$20,000 to $24,999",0.0605,102583
2012,Louisiana,"$25,000 to $29,999",0.0578,97978
2012,Louisiana,"$30,000 to $34,999",0.0539,91494
2012,Louisiana,"$35,000 to $39,999",0.0478,81098
2012,Louisiana,"$40,000 to $44,999",0.0478,81037
2012,Louisiana,"$45,000 to $49,999",0.042,71261
2012,Louisiana,"$50,000 to $59,999",0.075,127307
2012,Louisiana,"$60,000 to $74,999",0.0918,155754
2012,Louisiana,"$75,000 to $99,999",0.113,191633
2012,Louisiana,"$100,000 to $124,999",0.0698,118332
2012,Louisiana,"$125,000 to $149,999",0.0401,68077
2012,Louisiana,"$150,000 to $199,999",0.0348,58974
2012,Louisiana,"$200,000 or more",0.0305,51777
2012,Louisiana,"Less than $10,000",0.0978,165883
2012,Maine,"$10,000 to $14,999",0.0644,35626
2012,Maine,"$15,000 to $19,999",0.0592,32740
2012,Maine,"$20,000 to $24,999",0.0609,33671
2012,Maine,"$25,000 to $29,999",0.058,32111
2012,Maine,"$30,000 to $34,999",0.0583,32233
2012,Maine,"$35,000 to $39,999",0.0512,28346
2012,Maine,"$40,000 to $44,999",0.0511,28284
2012,Maine,"$45,000 to $49,999",0.0449,24832
2012,Maine,"$50,000 to $59,999",0.0868,48043
2012,Maine,"$60,000 to $74,999",0.11,60837
2012,Maine,"$75,000 to $99,999",0.1245,68856
2012,Maine,"$100,000 to $124,999",0.0717,39675
2012,Maine,"$125,000 to $149,999",0.0352,19475
2012,Maine,"$150,000 to $199,999",0.0309,17120
2012,Maine,"$200,000 or more",0.0248,13706
2012,Maine,"Less than $10,000",0.0681,37653
2012,Maryland,"$10,000 to $14,999",0.0331,70865
2012,Maryland,"$15,000 to $19,999",0.0332,70989
