Transaction_ID,Timestamp,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator
1183,8/8/2023 13:55,SUV,FTG-123-HIJ-456,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",69,MH50MN5678,Not Fraud
1184,8/9/2023 18:30,Bus ,FTG-356-KLM-789,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",97,AP51OP9012,Not Fraud
1185,8/10/2023 0:10,Car,FTG-589-NOP-012,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",47,GA51QR3456,Not Fraud
1186,8/11/2023 4:50,Motorcycle,FTG-712-QRS-345,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",82,MH51ST7890,Not Fraud
1187,8/12/2023 9:25,Truck,FTG-945-TUV-678,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",61,AP52UV1234,Fraud
1188,8/13/2023 14:00,Van,FTG-178-WXY-901,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",89,GA52WX5678,Not Fraud
1189,8/14/2023 19:40,Sedan,FTG-401-ZAB-234,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",54,MH52YZ9012,Fraud
1190,8/15/2023 0:20,SUV,FTG-634-CDE-567,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",78,AP53AB1234,Not Fraud
1191,8/16/2023 5:00,Bus ,FTG-867-FGH-890,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",65,GA53CD5678,Fraud
1192,8/17/2023 9:30,Car,FTG-090-IJK-123,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",92,MH53EF9012,Not Fraud
1193,8/18/2023 14:10,Motorcycle,FTG-323-LMN-456,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",51,AP54GH3456,Not Fraud
1194,8/19/2023 18:45,Truck,FTG-428-ABC-123,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",76,GA54IJ7890,Not Fraud
1195,8/20/2023 23:20,Van,FTG-761-DEF-456,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",60,MH54KL1234,Fraud
1196,8/21/2023 4:00,Sedan,FTG-094-GHI-789,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",85,AP55MN5678,Not Fraud
1197,8/22/2023 8:30,SUV,FTG-327-JKL-012,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",67,GA55OP9012,Not Fraud
1198,8/23/2023 13:10,Bus ,FTG-560-MNO-345,C-103,Regular,Large,340,60,"12.84197701525119, 77.67547528176169",94,MH55QR3456,Fraud
1199,8/24/2023 16:45,Car,FTG-893-PQR-678,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",46,AP56ST7890,Not Fraud
1200,8/25/2023 22:25,Motorcycle,FTG-126-STU-901,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",81,GA56UV1234,Not Fraud
1201,8/26/2023 2:55,Truck,FTG-359-VWX-234,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",63,MH56WX5678,Fraud
1202,8/27/2023 7:35,Van,FTG-592-YZA-567,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",87,AP57YZ9012,Fraud
1203,8/28/2023 12:10,Sedan,FTG-825-BCD-890,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",52,GA57AB1234,Not Fraud
1204,8/29/2023 15:45,SUV,FTG-058-EFG-123,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",74,MH57CD5678,Not Fraud
1205,8/30/2023 21:25,Bus ,FTG-291-HIJ-456,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",58,AP58EF9012,Not Fraud
1206,8/31/2023 3:05,Car,FTG-524-KLM-789,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",83,GA58GH3456,Not Fraud
1207,9/1/2023 7:35,Motorcycle,FTG-757-NOP-012,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",71,MH58IJ7890,Not Fraud
1208,9/2/2023 11:10,Truck,FTG-980-QRS-345,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",98,AP59KL1234,Not Fraud
1209,9/3/2023 16:50,Van,FTG-213-TUV-678,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",48,GA59MN5678,Fraud
1210,9/4/2023 21:25,Sedan,FTG-446-WXY-901,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",85,MH59OP9012,Not Fraud
1211,9/5/2023 3:05,SUV,FTG-679-ZAB-234,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",66,AP60QR3456,Fraud
1212,9/6/2023 8:40,Bus ,FTG-902-CDE-567,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,GA60ST7890,Not Fraud
1213,9/7/2023 13:20,Car,FTG-135-FGH-890,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",54,MH60UV1234,Not Fraud
1214,9/8/2023 18:55,Motorcycle,FTG-368-IJK-123,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",80,AP61WX5678,Not Fraud
1215,9/9/2023 23:30,Truck,FTG-601-LMN-456,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",62,GA61YZ9012,Not Fraud
1216,9/10/2023 5:10,Van,FTG-834-OPQ-789,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",89,MH61AB1234,Fraud
1217,9/11/2023 9:40,Sedan,FTG-067-RST-012,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",45,AP62CD5678,Fraud
1218,9/12/2023 14:20,SUV,FTG-300-UVW-345,B-102,Regular,Large,150,100,"12.84197701525119, 77.67547528176169",77,GA62EF9012,Fraud
1219,9/13/2023 17:55,Bus ,FTG-533-XYZ-678,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",70,MH62GH3456,Not Fraud
1220,9/14/2023 23:35,Car,FTG-766-BCA-901,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",92,AP63IJ7890,Not Fraud
1221,9/15/2023 4:05,Motorcycle,FTG-999-DEF-234,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",49,GA63KL1234,Not Fraud
1222,9/16/2023 8:45,Truck,FTG-232-GHI-567,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,MH63MN5678,Not Fraud
1223,9/17/2023 13:20,Van,FTG-465-JKL-890,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",67,AP64OP9012,Not Fraud
1224,9/18/2023 16:55,Sedan,FTG-698-MNO-123,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",95,GA64QR3456,Not Fraud
1225,9/19/2023 22:35,SUV,FTG-931-PQR-456,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",56,MH64ST7890,Fraud
1226,9/20/2023 4:15,Bus ,FTG-164-STU-789,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",83,AP65UV1234,Fraud
1227,9/21/2023 8:45,Car,FTG-397-VWX-012,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",68,GA65WX5678,Not Fraud
1228,9/22/2023 13:25,Motorcycle,FTG-630-YZA-345,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",96,MH65YZ9012,Not Fraud
1229,9/23/2023 18:00,Truck,FTG-863-BCD-678,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",47,AP66AB1234,Fraud
1230,9/24/2023 22:35,Van,FTG-096-EFG-901,B-102,Regular,Medium,130,90,"12.84197701525119, 77.67547528176169",82,GA66CD5678,Fraud
1231,6/23/2023 13:30,Sedan,FTG-329-HIJ-234,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",59,MH66EF9012,Not Fraud
1232,6/24/2023 18:05,SUV,FTG-562-KLM-567,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",87,AP67GH3456,Not Fraud
1233,6/25/2023 23:40,Bus ,FTG-795-NOP-890,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",50,GA67IJ7890,Not Fraud
1234,6/26/2023 5:20,Car,FTG-028-QRS-123,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",76,MH67KL1234,Fraud
1235,6/23/2023 23:30,Motorcycle,FTG-261-TUV-456,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",65,AP68MN5678,Not Fraud
1236,6/24/2023 16:05,Truck,FTG-494-WXY-789,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,GA68OP9012,Not Fraud
1237,6/25/2023 13:40,Van,FTG-727-ZAB-012,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",53,MH68QR3456,Not Fraud
1238,6/26/2023 3:20,Sedan,FTG-960-CDE-345,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",79,AP69ST7890,Not Fraud
1239,6/27/2023 9:50,SUV,FTG-193-FGH-678,B-102,Express,Large,150,60,"12.84197701525119, 77.67547528176169",73,GA69UV1234,Fraud
1240,6/28/2023 14:30,Bus ,FTG-426-IJK-901,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",97,MH69WX5678,Not Fraud
1241,6/29/2023 18:05,Car,FTG-659-LMN-234,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",44,AP70YZ9012,Not Fraud
1242,6/30/2023 23:45,Motorcycle,FTG-892-OPQ-567,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",81,GA70AB1234,Not Fraud
1243,7/1/2023 3:15,Truck,FTG-125-RST-890,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",64,MH70CD5678,Not Fraud
1244,7/2/2023 7:55,Van,FTG-358-UVW-123,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",93,AP71EF9012,Not Fraud
1245,7/3/2023 12:30,Sedan,FTG-591-XYZ-456,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",57,GA71GH3456,Not Fraud
1246,7/4/2023 16:05,SUV,FTG-824-BCA-789,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",86,MH71IJ7890,Not Fraud
1247,7/5/2023 21:45,Bus ,FTG-057-DEF-012,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",71,AP72KL1234,Not Fraud
1248,7/6/2023 3:25,Car,FTG-290-GHI-345,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",99,GA72MN5678,Not Fraud
1249,7/7/2023 8:55,Motorcycle,FTG-523-JKL-678,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",46,MH72OP9012,Not Fraud
1250,7/8/2023 13:35,Truck,FTG-756-MNO-901,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,AP73QR3456,Not Fraud
1251,7/9/2023 18:10,Van,FTG-989-PQR-234,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",67,GA73ST7890,Not Fraud
1252,7/10/2023 23:50,Sedan,FTG-222-STU-567,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",94,MH73UV1234,Not Fraud
1253,7/11/2023 5:30,SUV,FTG-455-VWX-890,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",52,AP74WX5678,Not Fraud
1254,7/12/2023 10:05,Bus ,FTG-688-YZA-123,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",88,GA74YZ9012,Not Fraud
1255,7/13/2023 14:45,Car,FTG-921-BCD-456,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",63,MH74AB1234,Not Fraud
1256,7/14/2023 19:20,Motorcycle,FTG-154-EFG-789,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",91,AP75CD5678,Not Fraud
1257,7/15/2023 0:55,Truck,FTG-387-HIJ-012,C-103,Express,Large,340,60,"12.84197701525119, 77.67547528176169",55,GA75EF9012,Fraud
1258,7/16/2023 6:35,Van,FTG-620-KLM-345,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",81,MH75GH3456,Not Fraud
1259,7/17/2023 11:05,Sedan,FTG-853-NOP-678,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",57,AP76IJ7890,Not Fraud
1260,7/18/2023 15:40,SUV,FTG-086-QRS-901,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",84,GA76KL1234,Not Fraud
1261,7/19/2023 21:20,Bus ,FTG-319-TUV-234,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",66,MH76MN5678,Fraud
1262,7/20/2023 2:10,Car,FTG-552-WXY-567,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",91,AP77OP9012,Not Fraud
1263,7/21/2023 6:30,Motorcycle,FTG-785-ZAB-890,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",49,GA77QR3456,Not Fraud
1264,7/22/2023 11:05,Truck,FTG-918-CDE-123,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",77,MH77ST7890,Fraud
1265,7/23/2023 16:45,Van,FTG-141-FGH-456,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",59,AP78UV1234,Not Fraud
1266,7/24/2023 21:20,Sedan,FTG-374-IJK-789,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",88,GA78WX5678,Not Fraud
1267,7/25/2023 2:50,SUV,FTG-607-LMN-012,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",68,MH78YZ9012,Not Fraud
1268,7/26/2023 7:30,Bus ,FTG-840-OPQ-345,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,AP79AB1234,Not Fraud
1269,7/27/2023 12:05,Car,FTG-073-RST-678,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",72,GA79CD5678,Not Fraud
1270,7/28/2023 16:40,Motorcycle,FTG-306-UVW-901,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",90,MH79EF9012,Not Fraud
1271,7/29/2023 22:20,Truck,FTG-539-XYZ-234,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",53,AP80GH3456,Not Fraud
1272,7/30/2023 3:00,Van,FTG-772-BCA-567,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",80,GA80IJ7890,Not Fraud
1273,7/31/2023 7:30,Sedan,FTG-905-DEF-890,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",67,MH80KL1234,Fraud
1274,8/1/2023 12:05,SUV,FTG-138-GHI-123,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,AP81MN5678,Not Fraud
1275,8/2/2023 15:40,Bus ,FTG-371-JKL-456,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",45,GA81OP9012,Not Fraud
1276,8/3/2023 21:20,Car,FTG-604-MNO-789,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",79,MH81QR3456,Not Fraud
1277,8/4/2023 2:55,Motorcycle,FTG-837-PQR-012,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",62,AP82ST7890,Not Fraud
1278,8/5/2023 6:30,Truck,FTG-070-STU-345,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",86,GA82UV1234,Not Fraud
1279,8/6/2023 11:10,Van,FTG-303-VWX-678,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,MH82WX5678,Not Fraud
1280,8/7/2023 15:50,Sedan,FTG-536-YZA-901,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",75,AP83YZ9012,Fraud
1281,8/8/2023 20:25,SUV,FTG-769-BCD-234,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",70,GA83AB1234,Not Fraud
1282,8/9/2023 1:00,Bus ,FTG-902-EFG-567,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",93,MH83CD5678,Fraud
1283,8/10/2023 6:40,Car,FTG-135-HIJ-890,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",58,AP84EF9012,Not Fraud
1284,8/11/2023 11:15,Motorcycle,FTG-368-KLM-123,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",84,GA84GH3456,Not Fraud
1285,8/12/2023 15:50,Truck,FTG-601-NOP-456,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",69,MH84IJ7890,Not Fraud
1286,8/13/2023 21:30,Van,FTG-834-QRS-789,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",97,AP85KL1234,Not Fraud
1287,8/14/2023 3:10,Sedan,FTG-067-TUV-012,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",47,GA85MN5678,Not Fraud
1288,8/15/2023 7:40,SUV,FTG-300-WXY-345,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",82,MH85OP9012,Not Fraud
1289,8/16/2023 12:20,Bus ,FTG-533-ZAB-678,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",61,AP86QR3456,Not Fraud
1290,8/17/2023 16:55,Car,FTG-766-CDE-901,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",89,GA86ST7890,Fraud
1291,8/18/2023 22:35,Motorcycle,FTG-999-FGH-234,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",54,MH86UV1234,Not Fraud
1292,8/19/2023 4:15,Truck,FTG-232-IJK-567,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,AP87WX5678,Not Fraud
1293,8/20/2023 8:50,Van,FTG-465-LMN-890,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",65,GA87YZ9012,Fraud
1294,8/21/2023 13:30,Sedan,FTG-715-ABC-234,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,MH87AB1234,Not Fraud
1295,8/22/2023 18:05,SUV,FTG-948-DEF-567,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",51,AP88CD5678,Fraud
1296,8/23/2023 23:40,Bus ,FTG-181-GHI-890,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",76,GA88EF9012,Not Fraud
1297,8/24/2023 5:20,Car,FTG-414-JKL-123,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",60,MH88GH3456,Not Fraud
1298,8/25/2023 9:50,Motorcycle,FTG-647-MNO-456,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",85,AP89IJ7890,Not Fraud
1299,8/26/2023 14:30,Truck,FTG-880-PQR-789,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",67,GA89KL1234,Not Fraud
1300,8/27/2023 18:05,Van,FTG-113-STU-012,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",94,MH89MN5678,Not Fraud
1301,8/28/2023 23:45,Sedan,FTG-346-VWX-345,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",46,AP90OP9012,Not Fraud
1302,8/29/2023 3:15,SUV,FTG-579-YZA-678,B-102,Regular,Large,150,90,"12.84197701525119, 77.67547528176169",81,GA90QR3456,Fraud
1303,8/30/2023 7:55,Bus ,FTG-802-BCD-901,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",63,MH90ST7890,Not Fraud
1304,8/31/2023 12:30,Car,FTG-035-EFG-234,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",87,AP91UV1234,Not Fraud
1305,9/1/2023 16:05,Motorcycle,FTG-268-HIJ-567,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",52,GA91WX5678,Not Fraud
1306,9/2/2023 21:45,Truck,FTG-501-KLM-890,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",74,MH91YZ9012,Not Fraud
1307,9/3/2023 3:25,Van,FTG-734-NOP-123,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",58,AP92AB1234,Not Fraud
1308,9/4/2023 8:55,Sedan,FTG-967-QRS-456,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",83,GA92CD5678,Not Fraud
1309,9/5/2023 13:35,SUV,FTG-200-TUV-789,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",71,MH92EF9012,Not Fraud
1310,9/6/2023 18:10,Bus ,FTG-433-WXY-012,C-103,Regular,Large,340,130,"12.84197701525119, 77.67547528176169",98,AP93GH3456,Fraud
1311,9/7/2023 23:50,Car,FTG-666-ZAB-345,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",48,GA93IJ7890,Not Fraud
1312,9/8/2023 5:30,Motorcycle,FTG-899-CDE-678,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",85,MH93KL1234,Not Fraud
1313,9/9/2023 10:05,Truck,FTG-132-FGH-901,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",66,AP94MN5678,Not Fraud
1314,9/10/2023 14:45,Van,FTG-365-IJK-234,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",93,GA94OP9012,Not Fraud
1315,9/11/2023 19:20,Sedan,FTG-598-LMN-567,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",54,MH94QR3456,Not Fraud
1316,9/12/2023 0:55,SUV,FTG-831-OPQ-890,B-102,Regular,Large,150,100,"12.84197701525119, 77.67547528176169",80,AP95ST7890,Fraud
1317,9/13/2023 6:35,Bus ,FTG-064-RST-123,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",62,GA95UV1234,Not Fraud
1318,9/14/2023 11:05,Car,FTG-297-UVW-456,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",89,MH95WX5678,Not Fraud
1319,9/15/2023 15:30,Motorcycle,FTG-530-XYZ-789,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",45,AP96YZ9012,Not Fraud
1320,9/16/2023 21:20,Truck,FTG-763-BCA-012,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",77,GA96AB1234,Not Fraud
1321,9/17/2023 2:00,Van,FTG-996-DEF-345,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",70,MH96CD5678,Not Fraud
1322,9/18/2023 6:30,Sedan,FTG-229-GHI-678,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,KA53ST8901,Not Fraud
1323,9/19/2023 11:05,SUV,FTG-462-JKL-901,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",49,KA56UV2342,Not Fraud
1324,9/20/2023 16:45,Bus ,FTG-695-MNO-234,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,KA59WX6789,Not Fraud
1325,9/21/2023 21:20,Car,FTG-928-PQR-567,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",67,KA62YZ0123,Not Fraud
1326,9/22/2023 2:50,Motorcycle,FTG-161-STU-890,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",95,KA65AB2345,Not Fraud
1327,9/23/2023 7:30,Truck,FTG-394-VWX-123,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",56,KA68CD6789,Not Fraud
1328,1/1/2023 8:00,Van,FTG-627-YZA-456,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",83,KA71EF0123,Not Fraud
1329,1/2/2023 12:30,Sedan,FTG-860-BCD-789,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",68,KA74GH4567,Not Fraud
1330,1/3/2023 16:45,SUV,FTG-093-EFG-012,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,KA77IJ8901,Not Fraud
1331,1/4/2023 20:15,Bus ,FTG-326-HIJ-345,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",47,KA80KL2345,Not Fraud
1332,1/5/2023 1:30,Car,FTG-559-KLM-678,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",82,KA83MN6789,Not Fraud
1333,1/6/2023 5:45,Motorcycle,FTG-792-NOP-901,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",59,KA86OP0122,Not Fraud
1334,1/7/2023 10:15,Truck,FTG-025-QRS-234,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",87,KA89QR4562,Not Fraud
1335,1/8/2023 14:30,Van,FTG-258-TUV-567,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,KA92ST8901,Not Fraud
1336,1/9/2023 18:00,Sedan,FTG-491-WXY-890,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",76,KA95UV2345,Not Fraud
1337,1/10/2023 22:15,SUV,FTG-724-ZAB-123,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",65,KA98WX6789,Not Fraud
1338,1/11/2023 2:30,Bus ,FTG-957-CDE-456,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,KA02YZ0123,Not Fraud
1339,1/12/2023 6:45,Car,FTG-190-FGH-789,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",53,KA05AB2345,Not Fraud
1340,1/13/2023 11:15,Motorcycle,FTG-423-IJK-012,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",79,KA08CD6789,Not Fraud
1341,1/14/2023 15:30,Truck,FTG-656-LMN-345,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",73,KA11EF0123,Not Fraud
1342,1/15/2023 19:00,Van,FTG-889-OPQ-678,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",97,KA14GH4567,Fraud
1343,1/16/2023 23:15,Sedan,FTG-122-RST-901,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",44,KA17IJ8901,Not Fraud
1344,1/17/2023 3:30,SUV,FTG-355-UVW-234,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",81,KA20KL2344,Not Fraud
1345,1/18/2023 7:45,Bus ,FTG-588-XYZ-567,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",64,KA23MN6786,Fraud
1346,1/19/2023 12:15,Car,FTG-821-BCA-890,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",93,KA26OP0122,Not Fraud
1347,1/20/2023 16:30,Motorcycle,FTG-054-DEF-123,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",57,KA29QR4563,Not Fraud
1348,1/21/2023 20:00,Truck,FTG-287-GHI-456,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",86,KA32ST8601,Fraud
