,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
1106,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus
1107,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1108,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1109,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1110,Heart attack, vomiting, breathlessness, sweating, chest_pain
1111,Heart attack, vomiting, breathlessness, sweating, chest_pain
1112,Heart attack, breathlessness, sweating, chest_pain,
1113,Heart attack, vomiting, sweating, chest_pain,
1114,Heart attack, vomiting, breathlessness, chest_pain,
1115,Heart attack, vomiting, breathlessness, sweating,
1116,Heart attack, vomiting, breathlessness, sweating, chest_pain
1117,Heart attack, breathlessness, sweating, chest_pain,
1118,Heart attack, vomiting, sweating, chest_pain,
1119,Heart attack, vomiting, breathlessness, chest_pain,
1120,Varicose veins, fatigue, cramps, bruising, obesity
1121,Varicose veins, fatigue, cramps, bruising, obesity
1122,Varicose veins, cramps, bruising, obesity, swollen_legs
1123,Varicose veins, fatigue, bruising, obesity, swollen_legs
1124,Varicose veins, fatigue, cramps, obesity, swollen_legs
1125,Varicose veins, fatigue, cramps, bruising, swollen_legs
1126,Varicose veins, fatigue, cramps, bruising, obesity
1127,Varicose veins, fatigue, cramps, bruising, obesity
1128,Varicose veins, fatigue, cramps, bruising, obesity
1129,Varicose veins, fatigue, cramps, bruising, obesity
1130,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1131,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1132,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
1133,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
1134,Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy
1135,Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy
1136,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy
1137,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1138,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1139,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1140,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1141,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1142,Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating
1143,Hyperthyroidism, fatigue, weight_loss, restlessness, sweating
1144,Hyperthyroidism, fatigue, mood_swings, restlessness, sweating
1145,Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating
1146,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1147,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1148,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1149,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1150,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1151,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1152,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1153,Hypoglycemia, fatigue, anxiety, sweating, headache
1154,Hypoglycemia, vomiting, anxiety, sweating, headache
1155,Hypoglycemia, vomiting, fatigue, sweating, headache
1156,Hypoglycemia, vomiting, fatigue, anxiety, headache
1157,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1158,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1159,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1160,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1161,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1162,Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints
1163,Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints
1164,Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints
1165,Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints
1166,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1167,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1168,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1169,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1170,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1171,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1172,Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking
1173,Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking
1174,Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking
1175,Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking
1176,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1177,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1178,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1179,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1180,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
1181,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
1182,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance
1183,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance
1184,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance
1185,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
1186,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
1187,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
1188,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
1189,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance
1190,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1191,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1192,Acne, pus_filled_pimples, blackheads, scurring,
1193,Acne, skin_rash, blackheads, scurring,
1194,Acne, skin_rash, pus_filled_pimples, scurring,
1195,Acne, skin_rash, pus_filled_pimples, blackheads,
1196,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1197,Acne, skin_rash, pus_filled_pimples, blackheads,
1198,Acne, skin_rash, pus_filled_pimples, scurring,
1199,Acne, skin_rash, blackheads, scurring,
1200,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1201,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1202,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1203,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
1204,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1205,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
1206,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1207,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1208,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1209,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1210,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1211,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1212,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
1213,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
1214,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
1215,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
1216,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1217,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1218,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1219,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1220,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1221,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1222,Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
1223,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1224,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1225,Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
1226,Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
1227,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1228,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1229,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1230,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
1231,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
1232,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
1233,Fungal infection,itching, skin_rash, dischromic _patches,
1234,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
1235,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
1236,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
1237,Fungal infection,itching, skin_rash, dischromic _patches,
1238,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
1239,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
1240,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
1241,Allergy, shivering, chills, watering_from_eyes,
1242,Allergy, continuous_sneezing, chills, watering_from_eyes,
1243,Allergy, continuous_sneezing, shivering, watering_from_eyes,
1244,Allergy, continuous_sneezing, shivering, chills,
1245,Allergy, shivering, chills, watering_from_eyes,
1246,Allergy, continuous_sneezing, chills, watering_from_eyes,
1247,Allergy, continuous_sneezing, shivering, watering_from_eyes,
1248,Allergy, continuous_sneezing, shivering, chills,
1249,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
1250,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
1251,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
1252,GERD, stomach_pain, acidity, vomiting, cough
1253,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
1254,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
1255,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
1256,GERD, acidity, ulcers_on_tongue, vomiting, cough
1257,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
1258,GERD, stomach_pain, acidity, vomiting, cough
1259,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
1260,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1261,Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite
1262,Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite
1263,Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite
1264,Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite
1265,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1266,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1267,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1268,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1269,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1270,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1271,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
1272,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
1273,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
1274,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1275,Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination
1276,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
1277,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
1278,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
1279,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1280,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
1281,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
1282,Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
1283,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
1284,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
1285,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases
1286,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1287,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1288,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1289,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1290,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1291,AIDS, patches_in_throat, high_fever, extra_marital_contacts,
1292,AIDS, muscle_wasting, high_fever, extra_marital_contacts,
1293,AIDS, muscle_wasting, patches_in_throat, extra_marital_contacts,
1294,AIDS, muscle_wasting, patches_in_throat, high_fever,
1295,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1296,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1297,AIDS, patches_in_throat, high_fever, extra_marital_contacts,
1298,AIDS, muscle_wasting, high_fever, extra_marital_contacts,
1299,AIDS, muscle_wasting, patches_in_throat, high_fever,
1300,Diabetes , fatigue, weight_loss, restlessness, lethargy
1301,Diabetes , fatigue, weight_loss, restlessness, lethargy
1302,Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level
1303,Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level
1304,Diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level
1305,Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level
1306,Diabetes , fatigue, weight_loss, restlessness, lethargy
1307,Diabetes , fatigue, weight_loss, restlessness, lethargy
1308,Diabetes , fatigue, weight_loss, restlessness, lethargy
1309,Diabetes , fatigue, weight_loss, restlessness, lethargy
1310,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1311,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1312,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
1313,Gastroenteritis, vomiting, dehydration, diarrhoea,
1314,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
1315,Gastroenteritis, vomiting, sunken_eyes, dehydration,
1316,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1317,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
1318,Gastroenteritis, vomiting, dehydration, diarrhoea,
1319,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
1320,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
1321,Bronchial Asthma, cough, high_fever, breathlessness, family_history
1322,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
1323,Bronchial Asthma, fatigue, cough, breathlessness, family_history
1324,Bronchial Asthma, fatigue, cough, high_fever, family_history
1325,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
1326,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
1327,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
1328,Bronchial Asthma, cough, high_fever, breathlessness, family_history
1329,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
1330,Hypertension , headache, chest_pain, dizziness, loss_of_balance
1331,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
1332,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
1333,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
1334,Hypertension , headache, chest_pain, dizziness, lack_of_concentration
1335,Hypertension , headache, chest_pain, dizziness, loss_of_balance
1336,Hypertension , headache, chest_pain, dizziness, loss_of_balance
1337,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
