Day,Date,Hour,Country,Event,Actual,Previous,Consensus,Forecast
Friday,03/17/23,9:00,US,Michigan Consumer Sentiment Prel MAR,63.4,67,67,68
Tuesday,03/21/23,7:30,CA,Inflation Rate YoY FEB,0.052,5.90%,0.054,0.052
Wednesday,03/22/23,2:00,GB,Inflation Rate YoY FEB,0.104,10.10%,0.099,0.097
Wednesday,03/22/23,13:00,US,Fed Interest Rate Decision,0.05,4.75%,0.05,0.05
Wednesday,03/22/23,13:30,US,Fed Press Conference,,,,
Thursday,03/23/23,7:00,GB,BoE Interest Rate Decision,0.0425,4%,0.0425,0.0425
Thursday,03/23/23,18:30,JP,Inflation Rate YoY FEB,0.033,4.30%,,0.033
Thursday,03/23/23,19:01,GB,Gfk Consumer Confidence MAR,-36,-38,-36,-36
Friday,03/24/23,2:00,GB,Retail Sales MoM FEB,0.012,0.90%,0.002,0.003
Friday,03/24/23,7:30,US,Durable Goods Orders MoM FEB,-0.01,-5%,0.006,0.007
Thursday,03/30/23,20:30,CN,NBS Manufacturing PMI MAR,51.9,52.6,51.5,51.2
Friday,03/31/23,4:00,EA,Inflation Rate YoY Flash MAR,0.069,8.50%,0.071,0.074
Friday,03/31/23,4:00,EA,Unemployment Rate FEB,0.066,6.60%,0.067,0.067
Friday,03/31/23,7:30,US,Core PCE Price Index MoM FEB,0.003,0.50%,0.004,0.006
Friday,03/31/23,7:30,US,Personal Income MoM FEB,0.003,0.60%,0.002,0.004
Friday,03/31/23,7:30,US,Personal Spending MoM FEB,0.002,2%,0.003,0.005
Sunday,04/02/23,18:50,JP,Tankan Large Manufacturers Index Q1,1,7,3,1
Sunday,04/02/23,20:45,CN,Caixin Manufacturing PMI MAR,50,51.6,51.7,52.2
Monday,04/03/23,9:00,US,ISM Manufacturing PMI MAR,46.3,47.7,47.5,49
Tuesday,04/04/23,9:00,US,JOLTs Job Openings FEB,9.931M,10.563M,10.4M,10.8M
Wednesday,04/05/23,7:30,CA,Balance of Trade FEB,0.42B,1.2B,1.8B,1.4B
Wednesday,04/05/23,7:30,US,Balance of Trade FEB,-70.5B,-68.7B,-69B,-69.0B
Wednesday,04/05/23,9:00,US,ISM Non-Manufacturing PMI MAR,51.2,55.1,54.5,54
Thursday,04/06/23,7:30,CA,Unemployment Rate MAR,0.05,5%,0.051,0.052
Thursday,04/06/23,9:00,CA,Ivey PMI s.a MAR,58.2,51.6,56.1,49
Friday,04/07/23,7:30,US,Non Farm Payrolls MAR,236K,326K,239K,250.0K
Friday,04/07/23,7:30,US,Unemployment Rate MAR,0.035,3.60%,0.036,0.035
Monday,04/10/23,0:00,JP,Consumer Confidence MAR,33.9,31.1,31.9,35
Monday,04/10/23,20:30,CN,Inflation Rate YoY MAR,0.007,1%,0.01,0.02
Wednesday,04/12/23,7:30,US,Core Inflation Rate YoY MAR,0.056,5.50%,0.056,0.055
Wednesday,04/12/23,7:30,US,Inflation Rate MoM MAR,0.001,0.40%,0.002,0.003
Wednesday,04/12/23,7:30,US,Inflation Rate YoY MAR,0.05,6%,0.052,0.053
Wednesday,04/12/23,9:00,CA,BoC Monetary Policy Report,,,,
Wednesday,04/12/23,13:00,US,FOMC Minutes,,,,
Wednesday,04/12/23,22:00,CN,Balance of Trade MAR,88.19B,116.88B,39.2B, 52.0B
Thursday,04/13/23,1:00,GB,GDP MoM FEB,0,0.40%,0.001,0.001
Thursday,04/13/23,7:30,US,PPI MoM MAR,-0.005,0%,0,0.001
Friday,04/14/23,7:30,US,Retail Sales MoM MAR,-0.01,-0.20%,-0.004,-0.009
Friday,04/14/23,9:00,US,Michigan Consumer Sentiment Prel APR,63.5,62,62,62.4
Monday,04/17/23,21:00,CN,GDP Growth Rate YoY Q1,0.045,2.90%,0.04,0.032
Monday,04/17/23,21:00,CN,Industrial Production YoY MAR,0.039,2.40%,0.04,0.027
Tuesday,04/18/23,1:00,GB,Claimant Count Change MAR,28.2K,-18.8K,,-9.5K
Tuesday,04/18/23,1:00,GB,Unemployment Rate FEB,0.038,3.70%,0.037,0.038
Tuesday,04/18/23,7:30,CA,Inflation Rate YoY MAR,0.043,5.20%,0.043,0.041
Tuesday,04/18/23,7:30,US,Building Permits Prel MAR,1.413M,1.55M,1.45M,1.45M
Wednesday,04/19/23,1:00,GB,Inflation Rate YoY MAR,0.101,10.40%,0.098,0.102
Wednesday,04/19/23,18:50,JP,Balance of Trade MAR,-754.5B,-898.1B,-1294.8B, -1100.0B
Thursday,04/20/23,18:01,GB,Gfk Consumer Confidence APR,-30,-36,-35,-34
Thursday,04/20/23,18:30,JP,Inflation Rate YoY MAR,0.032,3.30%,,0.032
Friday,04/21/23,1:00,GB,Retail Sales MoM MAR,-0.009,1.10%,-0.005,-0.005
Wednesday,04/26/23,7:30,US,Durable Goods Orders MoM MAR,0.032,-1.20%,0.007,0.006
Thursday,04/27/23,7:30,US,GDP Growth Rate QoQ Adv Q1,0.011,2.60%,0.02,0.023
Thursday,04/27/23,23:00,JP,BoJ Interest Rate Decision,-0.001,-0.10%,-0.001,-0.001
Friday,04/28/23,4:00,EA,GDP Growth Rate QoQ Flash Q1,0.001,0%,0.002,0.001
Friday,04/28/23,4:00,EA,GDP Growth Rate YoY Flash Q1,0.013,1.80%,0.014,0.01
Friday,04/28/23,7:30,US,Core PCE Price Index MoM MAR,0.003,0.30%,0.003,0.004
Friday,04/28/23,7:30,US,Personal Income MoM MAR,0.003,0.30%,0.002,0.004
Friday,04/28/23,7:30,US,Personal Spending MoM MAR,0,0.10%,-0.001,-0.002
Saturday,04/29/23,20:30,CN,NBS Manufacturing PMI APR,49.2,51.9,51.4,51.5
Saturday,04/29/23,0:00,JP,Consumer Confidence APR,35.4,33.9,,32
Saturday,04/29/23,9:00,US,ISM Manufacturing PMI APR,47.1,46.3,46.8,46.5
Tuesday,05/02/23,4:00,EA,Inflation Rate YoY Flash APR,0.07,6.90%,0.07,0.069
Tuesday,05/02/23,9:00,US,JOLTs Job Openings MAR,9.59M,9.974M,9.775M,9.7M
Wednesday,05/03/23,4:00,EA,Unemployment Rate MAR,0.065,6.60%,0.066,0.066
Wednesday,05/03/23,9:00,US,ISM Services PMI APR,51.9,51.2,51.8,51.5
Wednesday,05/03/23,13:00,US,Fed Interest Rate Decision,0.0525,5%,0.0525,0.0525
Wednesday,05/03/23,13:30,US,Fed Press Conference,,,,
Wednesday,05/03/23,20:45,CN,Caixin Manufacturing PMI APR,49.5,50,50.3,50.4
Thursday,05/04/23,7:15,EA,Deposit Facility Rate,0.0325,3%,0.0325,0.0325
Thursday,05/04/23,7:15,EA,ECB Interest Rate Decision,0.0375,3.50%,0.0375,0.0375
Thursday,05/04/23,7:30,CA,Balance of Trade MAR,0.97B,-0.49B,0.2B,0.3B
Thursday,05/04/23,7:30,US,Balance of Trade MAR,-64.2B,-70.6B,-63.3B,-63.1B
Thursday,05/04/23,7:45,EA,ECB Press Conference,,,,
Thursday,05/04/23,9:00,CA,Ivey PMI s.a APR,56.8,58.2,59,53
Thursday,05/04/23,7:30,CA,Unemployment Rate APR,0.05,5%,0.051,0.052
Thursday,05/04/23,7:30,US,Non Farm Payrolls APR,253K,165K,180K,190.0K
Thursday,05/04/23,7:30,US,Unemployment Rate APR,0.034,3.50%,0.036,0.036
Thursday,05/04/23,22:00,CN,Balance of Trade APR,90.21B,88.19B,71.6B,76.0B
Wednesday,05/10/23,7:30,US,Core Inflation Rate YoY APR,0.055,5.60%,0.055,0.056
Wednesday,05/10/23,7:30,US,Inflation Rate MoM APR,0.004,0.10%,0.004,0.003
Wednesday,05/10/23,7:30,US,Inflation Rate YoY APR,0.049,5%,0.05,0.049
Wednesday,05/10/23,20:30,CN,Inflation Rate YoY APR,0.001,0.70%,0.004,0.004
Thursday,05/11/23,6:00,GB,BoE Interest Rate Decision,0.045,4.25%,0.045,0.045
Thursday,05/11/23,7:30,US,PPI MoM APR,0.002,-0.40%,0.003,0.001
Thursday,05/11/23,1:00,GB,GDP Growth Rate QoQ Prel Q1,0.001,0.10%,0.001,0.001
Thursday,05/11/23,1:00,GB,GDP Growth Rate YoY Prel Q1,0.002,0.60%,0.002,0.003
Thursday,05/11/23,1:00,GB,GDP MoM MAR,-0.003,0%,0,0.001
Thursday,05/11/23,9:00,US,Michigan Consumer Sentiment Prel 05,57.7,63.5,63,64
Thursday,05/11/23,21:00,CN,Industrial Production YoY APR,0.056,3.90%,0.109,0.098
Tuesday,05/16/23,1:00,GB,Claimant Count Change APR,46.7K,26.5K,,-15.0K
Tuesday,05/16/23,1:00,GB,Unemployment Rate MAR,0.039,3.80%,0.038,0.038
Tuesday,05/16/23,7:30,CA,Inflation Rate YoY APR,0.044,4.30%,0.041,0.039
Tuesday,05/16/23,7:30,US,Retail Sales MoM APR,0.004,-0.70%,0.008,0.007
Tuesday,05/16/23,18:50,JP,GDP Growth Annualized Prel Q1,0.016,-0.10%,0.007,0.008
Tuesday,05/16/23,18:50,JP,GDP Growth Rate QoQ Prel Q1,0.004,0%,0.001,0.002
Wednesday,05/17/23,7:30,US,Building Permits Prel APR,1.416M,1.437M,1.437M,1.43M
Wednesday,05/17/23,18:50,JP,Balance of Trade APR,-432.4B,-755.1B,-613.8B,-690B
Thursday,05/18/23,18:01,GB,Gfk Consumer Confidence 05,-27,-30,-27,-32
Thursday,05/18/23,18:30,JP,Inflation Rate YoY APR,0.035,3.20%,0.025,0.032
Thursday,05/18/23,10:00,US,Fed Chair Powell Speech ,,,,
Wednesday,05/24/23,1:00,GB,Inflation Rate YoY APR,0.087,10.10%,0.082,0.085
Wednesday,05/24/23,13:00,US,FOMC Minutes,,,,
Wednesday,05/24/23,1:00,GB,Retail Sales MoM APR,0.005,-1.20%,0.003,0.003
Wednesday,05/24/23,7:30,US,Core PCE Price Index MoM APR,0.004,0.30%,0.003,0.003
Wednesday,05/24/23,7:30,US,Durable Goods Orders MoM APR,0.011,3.30%,-0.01,-0.011
Wednesday,05/24/23,7:30,US,Personal Income MoM APR,0.004,0.30%,0.004,0.003
Wednesday,05/24/23,7:30,US,Personal Spending MoM APR,0.008,0.10%,0.004,0.003
Tuesday,05/30/23,20:30,CN,NBS Manufacturing PMI 05,48.8,49.2,49.4,49.8
Wednesday,05/31/23,0:00,JP,Consumer Confidence 05,36,35.4,36.1,36
Wednesday,05/31/23,7:30,CA,GDP Growth Rate QoQ Q1,0.008,0%,0.004,0.005
Wednesday,05/31/23,9:00,US,JOLTs Job Openings APR,10.103M,9.745M,9.375M,9.2M
Wednesday,05/31/23,20:45,CN,Caixin Manufacturing PMI 05,50.9,49.5,49.5,49.6
Thursday,06/01/23,4:00,EA,Inflation Rate YoY Flash 05,0.061,7%,0.063,0.065
Thursday,06/01/23,4:00,EA,Unemployment Rate APR,0.065,6.60%,0.065,0.065
Thursday,06/01/23,9:00,US,ISM Manufacturing PMI 05,46.9,47.1,47,48
Friday,06/02/23,7:30,US,Non Farm Payrolls 05,339K,294K,190K,180.0K
Friday,06/02/23,7:30,US,Unemployment Rate 05,0.037,3.40%,0.035,0.035
Monday,06/05/23,9:00,US,ISM Services PMI 05,50.3,51.9,52.2,52.4
Tuesday,06/06/23,9:00,CA,Ivey PMI s.a 05,53.5,56.8,57.2,56.5
Tuesday,06/06/23,22:00,CN,Balance of Trade 05,65.81B,90.21B,92B,91.0B
Wednesday,06/07/23,7:30,US,Balance of Trade APR,-74.6B,-60.6B,-75.2B,-78.2B
Thursday,06/08/23,20:30,CN,Inflation Rate YoY 05,0.002,0.10%,0.003,0.002
Friday,06/09/23,7:30,CA,Unemployment Rate 05,0.052,5%,0.051,0.051
Tuesday,06/13/23,1:00,GB,Claimant Count Change 05,-13.6K,23.4K,,22.0K
Tuesday,06/13/23,1:00,GB,Unemployment Rate APR,0.038,3.90%,0.04,0.039
Tuesday,06/13/23,7:30,US,Core Inflation Rate YoY 05,0.053,5.50%,0.053,0.054
Tuesday,06/13/23,7:30,US,Inflation Rate MoM 05,0.001,0.40%,0.002,0.003
Tuesday,06/13/23,7:30,US,Inflation Rate YoY 05,0.04,4.90%,0.041,0.043
Wednesday,06/14/23,1:00,GB,GDP MoM APR,0.002,-0.30%,0.002,0.002
Wednesday,06/14/23,7:30,US,PPI MoM 05,-0.003,0.20%,-0.001,0.001
Wednesday,06/14/23,13:00,US,Fed Interest Rate Decision,0.0525,5.25%,0.0525,0.0525
Wednesday,06/14/23,13:30,US,Fed Press Conference,,,,
Wednesday,06/14/23,18:50,JP,Balance of Trade 05,-1372.5B,-432.3B,-1331.9B,-1310.0B
Wednesday,06/14/23,21:00,CN,Industrial Production YoY 05,0.035,5.60%,0.036,0.05
Thursday,06/15/23,7:15,EA,Deposit Facility Rate,0.035,3.25%,0.035,0.035
Thursday,06/15/23,7:15,EA,ECB Interest Rate Decision,0.04,3.75%,0.04,0.04
Thursday,06/15/23,7:30,US,Retail Sales MoM 05,0.003,0.40%,-0.001,0.002
Thursday,06/15/23,7:45,EA,ECB Press Conference,,,,
Thursday,06/15/23,22:00,JP,BoJ Interest Rate Decision,-0.001,-0.10%,-0.001,-0.001
Friday,06/16/23,9:00,US,Michigan Consumer Sentiment Prel JUN,63.9,59.2,60,60.8
Tuesday,06/20/23,7:30,US,Building Permits Prel 05,1.491M,1.417M,1.42M,1.425M
Wednesday,06/21/23,1:00,GB,Inflation Rate YoY 05,0.087,8.70%,0.084,0.085
Wednesday,06/21/23,9:00,US,Fed Chair Powell Testimony,,,,
Thursday,06/22/23,6:00,GB,BoE Interest Rate Decision,0.05,4.50%,0.0475,0.0475
Thursday,06/22/23,9:00,US,Fed Chair Powell Testimony,,,,
Thursday,06/22/23,18:01,GB,Gfk Consumer Confidence JUN,-24,-27,-26,-27
Thursday,06/22/23,18:30,JP,Inflation Rate YoY 05,0.032,3.50%,0.041,0.032
Friday,06/23/23,1:00,GB,Retail Sales MoM 05,0.003,0.50%,-0.002,-0.003
Sunday,06/25/23,,EA,ECB Forum on Central Banking,,,,
Monday,06/26/23,12:30,EA,ECB President Lagarde Speech ,,,,
Monday,06/26/23,,EA,ECB Forum on Central Banking,,,,
Tuesday,06/27/23,3:00,EA,ECB President Lagarde Speech ,,,,
Tuesday,06/27/23,7:30,CA,Inflation Rate YoY 05,0.034,4.40%,0.034,0.036
Tuesday,06/27/23,7:30,US,Durable Goods Orders MoM 05,0.017,1.20%,-0.01,-0.009
Tuesday,06/27/23,,EA,ECB Forum on Central Banking,,,,
Wednesday,06/28/23,8:30,US,Fed Chair Powell Speech ,,,,
Thursday,06/29/23,0:00,JP,Consumer Confidence JUN,36.2,36,36.2,38
Thursday,06/29/23,1:30,US,Fed Chair Powell Speech ,,,,
Thursday,06/29/23,20:30,CN,NBS Manufacturing PMI JUN,49,48.8,49,51
Friday,06/30/23,4:00,EA,Inflation Rate YoY Flash JUN,0.055,6.10%,0.056,0.056
Friday,06/30/23,4:00,EA,Unemployment Rate 05,0.065,6.50%,0.065,0.065
Friday,06/30/23,7:30,US,Core PCE Price Index MoM 05,0.003,0.40%,0.003,0.003
Friday,06/30/23,7:30,US,Personal Income MoM 05,0.004,0.30%,0.003,0.003
Friday,06/30/23,7:30,US,Personal Spending MoM 05,0.001,0.60%,0.002,0.004
Sunday,07/02/23,18:50,JP,Tankan Large Manufacturers Index Q2,5,1,3,3
Sunday,07/02/23,20:45,CN,Caixin Manufacturing PMI JUN,50.5,50.9,50.2,50.4
Monday,07/03/23,9:00,US,ISM Manufacturing PMI JUN,46,46.9,47,48
Wednesday,07/05/23,13:00,US,FOMC Minutes,,,,
Thursday,07/06/23,9:00,US,ISM Services PMI JUN,53.9,50.3,51,50
Thursday,07/06/23,9:00,US,JOLTs Job Openings 05,9.8M,10.32M,9.935M,9.9M
Friday,07/07/23,7:30,CA,Unemployment Rate JUN,0.054,5.20%,0.053,0.054
Friday,07/07/23,7:30,US,Non Farm Payrolls JUN,209K,306K,225K,250.0K
Friday,07/07/23,7:30,US,Unemployment Rate JUN,0.036,3.70%,0.036,0.037
Friday,07/07/23,9:00,CA,Ivey PMI s.a JUN,50.2,53.5,,52.3
Sunday,07/09/23,20:30,CN,Inflation Rate YoY JUN,0,0.20%,0.002,0.001
Tuesday,07/11/23,1:00,GB,Unemployment Rate 05,0.04,3.80%,0.038,0.039
Wednesday,07/12/23,7:30,US,Core Inflation Rate MoM JUN,0.002,0.40%,0.003,0.003
Wednesday,07/12/23,7:30,US,Core Inflation Rate YoY JUN,0.048,5.30%,0.05,0.05
Wednesday,07/12/23,7:30,US,Inflation Rate MoM JUN,0.002,0.10%,0.003,0.002
Wednesday,07/12/23,7:30,US,Inflation Rate YoY JUN,0.03,4%,0.031,0.032
Wednesday,07/12/23,9:00,CA,BoC Interest Rate Decision,0.05,4.75%,0.05,0.05
Wednesday,07/12/23,9:00,CA,BoC Monetary Policy Report,,,,
Wednesday,07/12/23,22:00,CN,Balance of Trade JUN,70.62B,65.81B,74.8B, 90.0B
Thursday,07/13/23,1:00,GB,GDP MoM 05,-0.001,0.20%,-0.003,-0.002
Thursday,07/13/23,7:30,US,PPI MoM JUN,0.001,-0.40%,0.002,0.001
Friday,07/14/23,9:00,US,Michigan Consumer Sentiment Prel JUL,72.6,64.4,65.5,64.5
Sunday,07/16/23,21:00,CN,GDP Growth Rate YoY Q2,0.063,4.50%,0.073,0.071
Sunday,07/16/23,21:00,CN,Industrial Production YoY JUN,0.044,3.50%,0.027,0.024
Tuesday,07/18/23,7:30,CA,Inflation Rate YoY JUN,0.028,3.40%,0.03,0.03
Tuesday,07/18/23,7:30,US,Retail Sales MoM JUN,0.002,0.50%,0.005,0.003
Wednesday,07/19/23,1:00,GB,Inflation Rate YoY JUN,0.079,8.70%,0.082,0.083
Wednesday,07/19/23,7:30,US,Building Permits Prel JUN,1.44M,1.496M,1.49M,1.462M
Wednesday,07/19/23,18:50,JP,Balance of Trade JUN,43B,-1381.9B,-46.7B, -48B
Thursday,07/20/23,18:30,JP,Inflation Rate YoY JUN,0.033,3.20%,0.035,0.033
Friday,07/21/23,1:00,GB,Retail Sales MoM JUN,0.007,0.10%,0.002,0.001
Wednesday,07/26/23,13:00,US,Fed Interest Rate Decision,0.055,5.25%,0.055,0.055
Wednesday,07/26/23,13:30,US,Fed Press Conference,,,,
Thursday,07/27/23,7:15,EA,ECB Interest Rate Decision,0.0425,4%,0.0425,0.0425
Thursday,07/27/23,7:30,US,Durable Goods Orders MoM JUN,0.047,2%,0.01,0.006
Thursday,07/27/23,7:30,US,GDP Growth Rate QoQ Adv Q2,0.024,2%,0.018,0.018
Thursday,07/27/23,7:45,EA,ECB Press Conference,,,,
Thursday,07/27/23,22:00,JP,BoJ Interest Rate Decision,-0.001,-0.10%,-0.001,-0.001
Friday,07/28/23,7:30,US,Core PCE Price Index MoM JUN,0.002,0.30%,0.002,0.002
Friday,07/28/23,7:30,US,Personal Income MoM JUN,0.003,0.50%,0.005,0.004
Friday,07/28/23,7:30,US,Personal Spending MoM JUN,0.005,0.20%,0.004,0.003
Sunday,07/30/23,20:30,CN,NBS Manufacturing PMI JUL,49.3,49,49.2,48.9
Monday,07/31/23,4:00,EA,GDP Growth Rate QoQ Flash Q2,0.003,0%,0.002,0.003
Monday,07/31/23,4:00,EA,GDP Growth Rate YoY Flash Q2,0.006,1.10%,0.005,0.006
Monday,07/31/23,4:00,EA,Inflation Rate YoY Flash JUL,0.053,5.50%,0.053,0.052
Monday,07/31/23,20:45,CN,Caixin Manufacturing PMI JUL,49.2,50.5,50.3,50.1
Tuesday,08/01/23,9:00,US,ISM Manufacturing PMI JUL,46.4,46,46.8,48
Tuesday,08/01/23,9:00,US,JOLTs Job Openings JUN,9.582M,9.616M,9.61M,9.5M
Thursday,08/03/23,6:00,GB,BoE Interest Rate Decision,0.0525,5%,0.0525,0.0525
Thursday,08/03/23,9:00,US,ISM Services PMI JUL,52.7,53.9,53,52
Friday,08/04/23,7:30,CA,Unemployment Rate JUL,0.055,5.40%,0.055,0.054
Friday,08/04/23,7:30,US,Non Farm Payrolls JUL,187K,185K,200K,190K
Friday,08/04/23,7:30,US,Unemployment Rate JUL,0.035,3.60%,0.036,0.036
Friday,08/04/23,9:00,CA,Ivey PMI s.a JUL,48.6,50.2,52.7,49.7
Monday,08/07/23,22:00,CN,Balance of Trade JUL,80.6B,70.62B,70.6B,69B
Tuesday,08/08/23,20:30,CN,Inflation Rate YoY JUL,-0.003,0%,-0.004,-0.003
Thursday,08/10/23,7:30,US,Core Inflation Rate MoM JUL,0.002,0.20%,0.002,0.002
Thursday,08/10/23,7:30,US,Core Inflation Rate YoY JUL,0.047,4.80%,0.048,0.048
Thursday,08/10/23,7:30,US,Inflation Rate MoM JUL,0.002,0.20%,0.002,0.002
Thursday,08/10/23,7:30,US,Inflation Rate YoY JUL,0.032,3%,0.033,0.031
Friday,08/11/23,1:00,GB,GDP Growth Rate QoQ Prel Q2,0.002,0.10%,0,0.001
Friday,08/11/23,1:00,GB,GDP Growth Rate YoY Prel Q2,0.004,0.20%,0.002,0.001
Friday,08/11/23,1:00,GB,GDP MoM JUN,0.005,-0.10%,0.002,0.001
Friday,08/11/23,7:30,US,PPI MoM JUL,0.003,0%,0.002,0.002
Friday,08/11/23,9:00,US,Michigan Consumer Sentiment Prel AUG,71.2,71.6,71,71.3
Monday,08/14/23,18:50,JP,GDP Growth Annualized Prel Q2,0.06,3.70%,0.031,0.032
Monday,08/14/23,18:50,JP,GDP Growth Rate QoQ Prel Q2,0.015,0.90%,0.008,0.01
Monday,08/14/23,21:00,CN,Industrial Production YoY JUL,0.037,4.40%,0.044,0.047
Tuesday,08/15/23,1:00,GB,Unemployment Rate JUN,0.042,4%,0.04,0.04
Tuesday,08/15/23,7:30,CA,Inflation Rate YoY JUL,0.033,2.80%,0.03,0.031
Tuesday,08/15/23,7:30,US,Retail Sales MoM JUL,0.007,0.30%,0.004,0.003
Wednesday,08/16/23,1:00,GB,Inflation Rate YoY JUL,0.068,7.90%,0.068,0.069
Wednesday,08/16/23,7:30,US,Building Permits Prel JUL,1.442M,1.441M,1.463M,1.457M
Wednesday,08/16/23,13:00,US,FOMC Minutes,,,,
Wednesday,08/16/23,18:50,JP,Balance of Trade JUL,-78.7B,43.1B,24.6B,26B
Thursday,08/17/23,18:30,JP,Inflation Rate YoY JUL,0.033,3.30%,0.025,0.031
Friday,08/18/23,1:00,GB,Retail Sales MoM JUL,-0.012,0.60%,-0.005,-0.003
Thursday,08/24/23,7:30,US,Durable Goods Orders MoM JUL,-0.052,4.40%,-0.04,0.005
Friday,08/25/23,9:05,US,Fed Chair Powell Speech ,,,,
Friday,08/25/23,14:00,EA,ECB President Lagarde Speech ,,,,
Tuesday,08/29/23,9:00,US,JOLTs Job Openings JUL,8.827M,9.165M,9.465M,9.57M
Wednesday,08/30/23,7:30,US,GDP Growth Rate QoQ 2nd Est Q2,0.021,2%,0.024,0.024
Wednesday,08/30/23,20:30,CN,NBS Manufacturing PMI AUG,49.7,49.3,49.4,49.5
Thursday,08/31/23,4:00,EA,Inflation Rate YoY Flash AUG,0.053,5.30%,0.051,0.05
Thursday,08/31/23,7:30,US,Core PCE Price Index MoM JUL,0.002,0.20%,0.002,0.002
Thursday,08/31/23,7:30,US,Personal Income MoM JUL,0.002,0.30%,0.003,0.003
Thursday,08/31/23,7:30,US,Personal Spending MoM JUL,0.008,0.50%,0.007,0.004
Thursday,08/31/23,20:45,CN,Caixin Manufacturing PMI AUG,51,49.2,49.3,49.3
Friday,09/01/23,7:30,CA,GDP Growth Rate QoQ Q2,0,0.60%,0.003,0.001
Friday,09/01/23,7:30,US,Non Farm Payrolls AUG,187K,157K,170K,180.0K
Friday,09/01/23,7:30,US,Unemployment Rate AUG,0.038,3.50%,0.035,0.035
Friday,09/01/23,9:00,US,ISM Manufacturing PMI AUG,47.6,46.4,47,47
Wednesday,09/06/23,9:00,US,ISM Services PMI AUG,54.5,52.7,52.5,52.4
Wednesday,09/06/23,22:00,CN,Balance of Trade AUG,68.36B,80.6B,73.9B,81B
Thursday,09/07/23,9:00,CA,Ivey PMI s.a AUG,53.5,48.6,49.2,48
Friday,09/08/23,7:30,CA,Unemployment Rate AUG,0.055,5.50%,0.056,0.057
Friday,09/08/23,20:30,CN,Inflation Rate YoY AUG,0.001,-0.30%,0.002,0.001
Tuesday,09/12/23,1:00,GB,Unemployment Rate JUL,0.043,4.20%,0.043,0.042
Wednesday,09/13/23,1:00,GB,GDP MoM JUL,-0.005,0.50%,-0.002,-0.003
Wednesday,09/13/23,7:30,US,Core Inflation Rate MoM AUG,0.003,0.20%,0.002,0.002
Wednesday,09/13/23,7:30,US,Core Inflation Rate YoY AUG,0.043,4.70%,0.043,0.044
Wednesday,09/13/23,7:30,US,Inflation Rate MoM AUG,0.006,0.20%,0.006,0.005
Wednesday,09/13/23,7:30,US,Inflation Rate YoY AUG,0.037,3.20%,0.036,0.035
Thursday,09/14/23,7:15,EA,ECB Interest Rate Decision,0.045,4.25%,0.0425,0.045
Thursday,09/14/23,7:30,US,PPI MoM AUG,0.007,0.40%,0.004,0.004
Thursday,09/14/23,7:30,US,Retail Sales MoM AUG,0.006,0.50%,0.002,0.004
Thursday,09/14/23,7:45,EA,ECB Press Conference,,,,
Thursday,09/14/23,21:00,CN,Industrial Production YoY AUG,0.045,3.70%,0.039,0.035
Thursday,09/14/23,21:00,CN,Retail Sales YoY AUG,0.046,2.50%,0.03,0.026
Friday,09/15/23,9:00,US,Michigan Consumer Sentiment Prel SEP,67.7,69.5,69.1,70
Tuesday,09/19/23,7:30,CA,Inflation Rate YoY AUG,0.04,3.30%,0.038,0.039
Tuesday,09/19/23,7:30,US,Building Permits Prel AUG,1.543M,1.443M,1.443M,1.43M
Tuesday,09/19/23,18:50,JP,Balance of Trade AUG,-930.5B,-66.3B,-659.1B,-950.0B
Wednesday,09/20/23,1:00,GB,Inflation Rate YoY AUG,0.067,6.80%,0.07,0.071
Wednesday,09/20/23,13:00,US,Fed Interest Rate Decision,0.055,5.50%,0.055,0.055
Wednesday,09/20/23,13:30,US,Fed Press Conference,,,,
Thursday,09/21/23,6:00,GB,BoE Interest Rate Decision,0.0525,5.25%,0.055,0.055
Thursday,09/21/23,18:30,JP,Inflation Rate YoY AUG,0.032,3.30%,,0.033
Thursday,09/21/23,22:00,JP,BoJ Interest Rate Decision,-0.001,-0.10%,-0.001,-0.001
Friday,09/22/23,1:00,GB,Retail Sales MoM AUG,0.004,-1.10%,0.005,0.004
Wednesday,09/27/23,7:30,US,Durable Goods Orders MoM AUG,0.002,-5.60%,-0.005,-0.014
Thursday,09/28/23,7:30,US,GDP Growth Rate QoQ Final Q2,0.021,2.20%,0.021,0.021
Friday,09/29/23,4:00,EA,Inflation Rate YoY Flash SEP,0.043,5.20%,0.045,0.047
Friday,09/29/23,7:30,US,Core PCE Price Index MoM AUG,0.001,0.20%,0.002,0.002
Friday,09/29/23,7:30,US,Personal Income MoM AUG,0.004,0.20%,0.004,0.003
Friday,09/29/23,7:30,US,Personal Spending MoM AUG,0.004,0.90%,0.004,0.006
Friday,09/29/23,20:30,CN,NBS Manufacturing PMI SEP,50.2,49.7,50,50.4
Saturday,09/30/23,20:45,CN,Caixin Manufacturing PMI SEP,50.6,51,51.2,51.2
Sunday,10/01/23,18:50,JP,Tankan Large Manufacturers Index Q3,9,5,6,7
Monday,10/02/23,9:00,US,ISM Manufacturing PMI SEP,49,47.6,47.8,48.1
Tuesday,10/03/23,9:00,US,JOLTs Job Openings AUG,9.61M,8.92M,8.8M,8.6M
Wednesday,10/04/23,9:00,US,ISM Services PMI SEP,53.6,54.5,53.6,53.7
Thursday,10/05/23,9:00,CA,Ivey PMI s.a SEP,53.1,53.5,50.8,49.6
Friday,10/06/23,7:30,CA,Unemployment Rate SEP,0.055,5.50%,0.056,0.056
