Name,Price,Producer,MPN,EAN,UPC,Length,Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock,Vram,Memory Clock,TDP,Product Page
ASUS GeForce RTX 2060 Super ROG Strix A8G EVO,,ASUS,90YV0DQ1-M0NA00,4718017494939,,300.5 mm,2.5,1,1,2,2,0,0,1680 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2060 Super ROG Strix A8G Gaming,,ASUS,90YV0DG1-M0NA00,4718017422703,,301 mm,2.5,1,1,1,1,0,0,1680 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2060 Super ROG Strix O8G EVO,,ASUS,90YV0DQ0-M0NA00,4718017494908,,300.5 mm,2.5,1,0,2,2,0,0,1830 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2060 Super ROG Strix O8G Gaming,,ASUS,90YV0DG0-M0NA00,4718017418416,192876418413,301 mm,2.75,1,1,1,1,0,0,1830 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2060 Super Turbo 8G EVO,,ASUS,90YV0DF1-M0NA00,4718017419666,,268 mm,2.0,1,0,2,2,0,0,1650 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2060 TUF,,ASUS,90YV0CJ2-M0NA00,4718017262521,,204 mm,2.0,1,0,2,1,1,0,1710 MHz,6 GB,14000 MHz,160 W,
ASUS GeForce RTX 2060 Turbo 6G,,ASUS,90YV0CM0-M0NA00,4718017221337,,268 mm,2.0,1,0,2,2,0,0,1680 MHz,6 GB,14000 MHz,160 W,
ASUS GeForce RTX 2070 Dual 8G EVO,,ASUS,90YV0CN0-M0NA00,4718017253642,,267 mm,2.75,1,0,2,2,1,0,1620 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2070 Dual 8G Evo V,,ASUS,90YV0E51-M0NA00,4718017566650,,242 mm,2.5,1,0,2,1,1,0,1650 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2070 Dual A8G,,ASUS,90YV0C85-M0NA00,4718017142625,,268 mm,3.0,1,1,1,3,0,0,1635 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2070 Dual A8G EVO,,ASUS,90YV0CN2-M0NA00,4718017253499,,267 mm,2.75,1,0,2,2,1,0,1635 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2070 Dual O8G,,ASUS,90YV0C82-M0NA00,4718017138901,,268 mm,3.0,1,1,1,3,0,0,1620 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2070 Dual O8G Evo V,,ASUS,90YV0E50-M0NA00,4718017566629,,242 mm,2.5,1,0,2,1,1,0,1710 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2070 Mini Dual,,ASUS,90YV0EC0-M0NA00,4718017586382,,197 mm,2.0,1,0,1,1,1,0,1680 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2070 ROG STRIX A8G,,ASUS,90YV0C91-M0NA00,4718017141376,,300.5 mm,5.0,1,1,1,3,0,0,1620 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2070 ROG STRIX O8G,,ASUS,90YV0C90-M0NA00,4718017138956,192876138953,300.5 mm,5.0,1,1,2,2,0,0,1845 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2070 Super Dual 8G Evo,,ASUS,90YV0DK3-M0NA00,4718017421416,,267 mm,2.75,1,1,1,1,0,0,1770 MHz,8 GB,14000 MHz,260 W,
ASUS GeForce RTX 2070 Super Dual A8G Evo,,ASUS,90YV0DK2-M0NA00,4718017421485,,267 mm,2.75,1,1,1,1,0,0,1785 MHz,8 GB,14000 MHz,260 W,
ASUS GeForce RTX 2070 Super Dual O8G Evo,$507.76 USD,ASUS,90YV0DK0-M0NA00,4718017421331,192876421338,267 mm,2.75,1,1,1,1,0,0,1815 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07TYWQ1SW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS GeForce RTX 2070 Super ROG Strix 8G Gaming,,ASUS,90YV0DI2-M0NA00,4718017420976,,299.7 mm,2.75,2,0,1,1,0,0,1770 MHz,8 GB,14000 MHz,260 W,
ASUS GeForce RTX 2070 Super ROG Strix A8G Gaming,$602.05 USD,ASUS,90YV0DI1-M0NA00,4718017421195,,305 mm,2.75,2,0,1,1,0,0,1800 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07TXRW3HX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS GeForce RTX 2070 Super ROG Strix O8G Gaming,,ASUS,90YV0DI0-M0NA00,4718017421133,,305 mm,2.75,2,0,1,1,0,0,1905 MHz,8 GB,14000 MHz,260 W,
ASUS GeForce RTX 2070 Super Turbo 8G EVO,,ASUS,90YV0DK1-M0NA00,4718017432771,,268 mm,2.0,1,1,1,3,0,0,1770 MHz,8 GB,14000 MHz,260 W,
ASUS GeForce RTX 2070 Turbo 8G,,ASUS,90YV0C80-M0NA00,4718017139052,,268 mm,2.0,1,1,1,2,0,0,1815 MHz,8 GB,14000 MHz,175 W,
ASUS GeForce RTX 2080 Dual O8G,,ASUS,90YV0C30-M0NM00,4718017135818,,240 mm,2.0,1,1,1,3,0,0,MHz,8 GB,14000 MHz,225 W,
ASUS GeForce RTX 2080 ROG STRIX O8G Gaming,,ASUS,90YV0C60-M0NM00,4718017135832,,298 mm,2.0,1,1,1,3,0,0,MHz,8 GB,14000 MHz,225 W,
ASUS GeForce RTX 2080 Super Dual 8G Evo,,ASUS,90YV0DJ2-M0NM00,4718017435260,,267 mm,2.75,1,1,1,3,0,0,1815 MHz,8 GB,15500 MHz,250 W,
ASUS GeForce RTX 2080 Super Dual 8G Evo V,,ASUS,90YV0DP2-M0NM00,4718017521413,,267 mm,2.75,2,0,1,3,0,0,1845 MHz,8 GB,15500 MHz,250 W,
ASUS GeForce RTX 2080 Super Dual O8G Evo,,ASUS,90YV0DJ0-M0NM00,4718017435000,,267 mm,2.75,1,1,1,3,0,0,1830 MHz,8 GB,15500 MHz,250 W,
ASUS GeForce RTX 2080 Super Dual O8G Evo V,,ASUS,90YV0DP1-M0NM00,4718017521307,,267 mm,2.75,2,0,1,3,0,0,1845 MHz,8 GB,15500 MHz,250 W,
ASUS GeForce RTX 2080 Super ROG Strix 8G Gaming,,ASUS,90YV0DH2-M0NM00,4718017435314,,300 mm,2.75,2,0,2,2,0,0,1815 MHz,8 GB,15500 MHz,250 W,
ASUS GeForce RTX 2080 Super ROG Strix A8G Gaming,,ASUS,90YV0DH1-M0NM00,4718017434959,,300 mm,2.75,2,0,2,2,0,0,1830 MHz,8 GB,15500 MHz,250 W,
ASUS GeForce RTX 2080 Super ROG Strix O8G Gaming,,ASUS,90YV0DH0-M0NM00,4718017435185,,299.7 mm,2.75,2,0,2,2,0,0,1860 MHz,8 GB,15500 MHz,250 W,
ASUS GeForce RTX 2080 Super ROG Strix O8G White Edition,,ASUS,90YV0DH3-M0NM00,4718017622684,,305 mm,2.75,2,0,2,2,0,0,1860 MHz,8 GB,15500 MHz,250 W,
ASUS GeForce RTX 2080 Super Turbo 8G Evo,,ASUS,90YV0DP0-M0NM00,4718017514743,,268 mm,2.0,2,0,1,3,0,0,1815 MHz,8 GB,15500 MHz,250 W,
ASUS GeForce RTX 2080 Ti Dual 1,,ASUS,90YV0C43-M0NM00,4718017151030,,268 mm,3.0,2,0,1,3,0,0,1545 MHz,11 GB,14000 MHz,285 W,
ASUS GeForce RTX 2080 Ti Dual A1,,ASUS,90YV0C42-M0NM00,4718017138789,,268 mm,3.0,2,0,1,3,0,0,1575 MHz,11 GB,14000 MHz,250 W,
ASUS GeForce RTX 2080 Ti Dual O1,,ASUS,90YV0C41-M0NM00,4718017133005,,240 mm,2.0,2,0,1,3,0,0,1635 MHz,11 GB,14000 MHz,285 W,
ASUS GeForce RTX 2080 Ti ROG Strix 1,,ASUS,90YV0CC2-M0NM00,4718017149563,,304.7 mm,3.0,2,0,2,2,0,0,1545 MHz,11 GB,14000 MHz,250 W,
ASUS GeForce RTX 2080 Ti ROG Strix A1,,ASUS,90YV0CC1-M0NM00,4718017149532,,300 mm,3.0,2,0,2,2,0,0,1575 MHz,11 GB,14000 MHz,285 W,
ASUS GeForce RTX 2080 Ti ROG Strix O1,,ASUS,90YV0CC0-M0NM00,4718017136570,192876136577,300 mm,3.0,2,0,2,2,0,0,1665 MHz,11 GB,14000 MHz,250 W,
ASUS GeForce RTX 2080 Ti ROG Strix O11G White Edition,,ASUS,90YV0DY3-M0NM00,4718017562881,,305 mm,2.75,2,0,2,2,0,0,1740 MHz,11 GB,14800 MHz,285 W,
ASUS GeForce RTX 2080 Ti Turbo 1,,ASUS,90YV0C40-M0NM00,4718017135061,,269 mm,2.0,2,0,1,3,0,0,1545 MHz,11 GB,14000 MHz,285 W,
ASUS GeForce RTX 3060 Ti Dual Mini V2 8G LHR,,ASUS,90YV0FT3-M0NA00,4711081322917,,200 mm,2.0,1,0,1,3,0,0,1665 MHz,8 GB,14000 MHz,225 W,
ASUS GeForce RTX 3060 Ti TUF,,ASUS,90YV0IL0-M0NA00,4711081963882,,302 mm,2.7,2,0,2,3,0,0,1785 MHz,8 GB,19000 MHz,200 W,
ASUS GeForce RTX 3080 ROG Strix,,ASUS,90YV0FAC-M0NM00,4711081558071,,318.5 mm,2.9,3,0,2,3,0,0,MHz,12 GB,19000 MHz,350 W,
ASUS GeForce RTX 3080 TUF,,ASUS,90YV0FB8-M0NM00,4711081558002,195553558006,299.9 mm,2.7,2,0,2,3,0,0,MHz,12 GB,19000 MHz,350 W,
ASUS GeForce RTX 4060 Ti Dual,,ASUS,90YV0JH0-M0NA00,4711387275290,,227.2 mm,2.5,1,0,1,3,0,0,2595 MHz,16 GB,18000 MHz,160 W,
ASUS GeForce RTX 4060 Ti Dual A,,ASUS,90YV0JH7-M0NA00,4711387306185,,227.2 mm,2.5,1,0,1,3,0,0,2580 MHz,16 GB,18000 MHz,160 W,
ASUS GeForce RTX 4060 Ti ProArt,,ASUS,90YV0JH2-M0NA00,4711387275504,,300 mm,2.5,1,0,1,3,0,0,2685 MHz,16 GB,18000 MHz,160 W,
ASUS GeForce RTX 4060 Ti ProArt A,,ASUS,90YV0JH6-M0NA00,4711387305966,,300 mm,2.5,1,0,1,3,0,0,2580 MHz,16 GB,18000 MHz,160 W,
ASUS GeForce RTX 4060 Ti Strix,,ASUS,90YV0JI0-M0NA00,4711387277362,,311.4 mm,3.1,1,0,1,3,0,0,2745 MHz,16 GB,18000 MHz,160 W,
ASUS GeForce RTX 4060 Ti Strix A,,ASUS,90YV0JI2-M0NA00,4711387305249,,311.4 mm,3.1,1,0,1,3,0,0,2580 MHz,16 GB,18000 MHz,160 W,
Asus GT1030 2G CSM,$93.8 USD,ASUS,GT1030-2G-CSM,0889349750964,192876399323,173 mm,1.0,0,0,1,0,1,0,1506 MHz,2 GB,6008 MHz,30 W,https://www.amazon.ca/dp/B0716ZH99K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS GTX 650 Ti Boost DirectCU II OC,,ASUS,GTX650TIB-DC2OC-2GD5,0168141644290,,259 mm,2.0,0,1,1,1,1,1,1084 MHz,2 GB,6008 MHz,134 W,
ASUS GTX 760 DirectCU II OC,,ASUS,GTX760-DC2OC-2GD5,4716659537458,,218 mm,2.0,1,0,1,1,1,1,1071 MHz,2 GB,6008 MHz,170 W,
Asus PH GT1030 O2G,$94.29 USD,ASUS,PH-GT1030-O2G,0889349743447,889349743447,184 mm,,0,0,1,0,1,0,1531 MHz,2 GB,6008 MHz,30 W,https://www.amazon.ca/dp/B071JV26GH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Asus PH GTX 1050 2G,$157.37 USD,ASUS,PH-GTX1050-2G,0889349584613,889349584613,192 mm,2.0,0,0,1,1,1,0,1455 MHz,2 GB,7008 MHz,75 W,https://www.amazon.ca/Geforce-Phoenix-Graphics-PH-GTX1050-2G-Graphic/dp/B01M5K4G60?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01M5K4G60
Asus PH GTX 1050TI 4G,$158.76 USD,ASUS,PH-GTX1050TI-4G,4058829428709,889349570173,192 mm,2.0,0,0,1,1,1,0,1392 MHz,4 GB,7008 MHz,75 W,https://www.amazon.ca/dp/B01M360WG6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Asus PH GTX 1060 3G,$236.86 USD,ASUS,PH-GTX1060-3G,0889349723197,889349723197,183 mm,2.0,0,1,2,2,1,0,1708 MHz,3 GB,8008 MHz,120 W,https://www.amazon.ca/PH-GTX1060-3G-GeForce-Phoenix-Ready-Graphics/dp/B072172ZDK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072172ZDK
Asus PH GTX 1060 6G,$307.86 USD,ASUS,PH-GTX1060-6G,0889349981689,889349981689,72 mm,2.0,0,0,2,1,1,0,1708 MHz,6 GB,8008 MHz,120 W,https://www.amazon.ca/dp/B07BHV41RX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Asus PH RX 550 4G M7,$138.94 USD,ASUS,PH-RX550-4G-M7,0889349963289,889349963289,192 mm,2.0,0,0,1,1,1,0,1071 MHz,4 GB,7000 MHz,50 W,https://www.amazon.ca/ASUS-PH-RX550-4G-M7-889349963289-Graphic-Cards/dp/B07BBBWNG4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BBBWNG4
Asus R7250 1GD5 V2,$95.87 USD,ASUS,R7250-1GD5-V2,0889349316832,889349316832,168 mm,1.0,0,0,1,1,1,0,925 MHz,1 GB,1125 MHz,0 W,https://www.amazon.ca/Radeon-128-Bit-DisplayPort-Graphics-R7250-1GD5-V2/dp/B01CSDZP60?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01CSDZP60
Asus R9 270 DirectCU II,,ASUS,R9270-DC2-2GD5,0012303196090,,234 mm,2.0,0,1,1,1,1,1,925 MHz,2 GB,5600 MHz,150 W,
Asus R9 270X DirectCU II,,ASUS,R9270X-DC2T-2GD5,4716659602354,,271 mm,2.0,0,2,1,1,1,1,1050 MHz,2 GB,5600 MHz,180 W,
ASUS Radeon RX 460 Dual O2G,,ASUS,90YV09L2-M0NA00,4712900481099,,204 mm,2.0,0,0,0,0,0,0,1244 MHz,2 GB,,75 W,
ASUS Radeon RX 460 STRIX O4G Gaming,,ASUS,90YV09L3-M0NA00,4712900481068,,194 mm,2.0,0,1,1,1,1,0,1256 MHz,4 GB,3500 MHz,75 W,
ASUS Radeon RX 480 Dual O4G,,ASUS,90YV09I0-M0NA00,4712900504057,,242 mm,2.0,1,0,2,2,1,0,MHz,4 GB,3500 MHz,150 W,
ASUS Radeon RX 550 4G,,ASUS,90YV0AG0-M0NA00,4712900703528,,182 mm,2.0,0,0,0,0,0,0,MHz,4 GB,,50 W,
ASUS Radeon RX 5500 XT Dual O8G Evo,,ASUS,90YV0DV1-M0NA00,4718017578059,,280 mm,3.0,1,0,1,3,0,0,1865 MHz,8 GB,,130 W,
ASUS Radeon RX 5500 XT ROG Strix,,ASUS,90YV0DU0-M0NA00,4718017578608,,280 mm,3.0,1,0,1,3,0,0,1865 MHz,8 GB,,130 W,
ASUS Radeon RX 560 2G,,ASUS,90YV0AH3-M0NA00,4712900705089,,220 mm,2.0,0,1,0,0,0,0,1176 MHz,2 GB,,80 W,
ASUS Radeon RX 560 4G EVO,,ASUS,90YV0AH9-M0NA00,4712900874662,,220 mm,2.0,0,0,0,0,0,0,MHz,4 GB,,80 W,
ASUS Radeon RX 560 O2G,,ASUS,90YV0AH2-M0NA00,4712900703535,,220 mm,2.0,0,1,0,0,0,0,1210 MHz,2 GB,,80 W,
ASUS Radeon RX 560 O4G EVO,,ASUS,90YV0AH8-M0NA00,4712900874846,,220 mm,2.0,0,0,0,0,0,0,MHz,4 GB,,80 W,
ASUS Radeon RX 560 STRIX 4G Gaming,,ASUS,90YV0AH1-M0NA00,4712900703436,,194 mm,2.0,0,1,0,0,0,0,MHz,4 GB,,80 W,
ASUS Radeon RX 560 STRIX O4G Gaming,,ASUS,90YV0AH0-M0NA00,4712900703399,,194 mm,2.0,0,1,1,1,1,0,MHz,4 GB,3500 MHz,80 W,
ASUS Radeon RX 5600 XT ROG Strix,,ASUS,90YV0EB0-M0NA00,4718017610490,,303.7 mm,2.75,1,1,1,3,0,0,1640 MHz,6 GB,,160 W,
ASUS Radeon RX 5600 XT TUF O6G Evo,,ASUS,90YV0EA0-M0NA00,4718017610988,,282.6 mm,2.75,1,1,1,3,0,0,1640 MHz,6 GB,,160 W,
ASUS Radeon RX 570 Expedition 4G,,ASUS,90YV0AI1-M0NA00,4712900703481,,240 mm,2.0,1,0,0,0,0,0,1244 MHz,4 GB,,120 W,
ASUS Radeon RX 570 Expedition O4G,,ASUS,90YV0AI0-M0NA00,4712900703504,,240 mm,2.0,1,0,0,0,0,0,1256 MHz,4 GB,,120 W,
ASUS Radeon RX 570 STRIX 4G Gaming,,ASUS,90YV0AJ1-M0NA00,4712900710274,,240 mm,2.0,1,0,0,0,0,0,1244 MHz,4 GB,,120 W,
ASUS Radeon RX 570 STRIX O4G Gaming,,ASUS,90YV0AJ0-M0NA00,4712900710113,,240 mm,2.0,1,0,0,0,0,0,1300 MHz,4 GB,,120 W,
ASUS Radeon RX 5700,,ASUS,90YV0D70-U0NA00,4718017414838,,270 mm,2.0,1,1,1,3,0,0,1725 MHz,8 GB,,180 W,
ASUS Radeon RX 5700 Dual O8G Evo,,ASUS,90YV0DC1-M0NA00,4718017475426,,271 mm,2.75,1,1,1,3,0,0,1750 MHz,8 GB,,180 W,
ASUS Radeon RX 5700 ROG Strix,,ASUS,90YV0DD0-M0NA00,4718017450904,,305 mm,2.75,1,1,1,3,0,0,1750 MHz,8 GB,,180 W,
ASUS Radeon RX 5700 TUF,,ASUS,90YV0DC0-M0NA00,4718017451451,,269 mm,2.5,1,1,1,3,0,0,1750 MHz,8 GB,,180 W,
ASUS Radeon RX 5700 XT,,ASUS,90YV0D80-U0NA00,4718017414784,,270 mm,2.0,1,1,1,3,0,0,1905 MHz,8 GB,,225 W,
ASUS Radeon RX 5700 XT Dual OC Evo,,ASUS,90YV0DA2-M0NA00,4718017747479,,283 mm,2.75,1,1,1,3,0,0,1980 MHz,8 GB,,225 W,
ASUS Radeon RX 5700 XT ROG Strix,,ASUS,90YV0D90-M0NA00,4718017450980,,305 mm,2.75,2,0,1,3,0,0,2035 MHz,8 GB,,225 W,
ASUS Radeon RX 5700 XT TUF,$455.53 USD,ASUS,90YV0DA0-M0NA00,4718017451697,192876451694,269 mm,2.5,1,1,1,3,0,0,1980 MHz,8 GB,,225 W,https://www.amazon.ca/dp/B07XV8Z9JM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS Radeon RX 580 Dual O4G,,ASUS,90YV0AQ0-M0NA00,4712900731668,,242 mm,2.0,1,0,2,2,1,0,1360 MHz,4 GB,7000 MHz,185 W,
ASUS Radeon RX 580 Dual O8G,,ASUS,90YV0AQ1-M0NA00,4712900735451,,242 mm,2.0,1,0,2,2,1,0,1360 MHz,8 GB,8000 MHz,185 W,
ASUS Radeon RX 580 STRIX 8G Gaming,,ASUS,90YV0AK2-M0NA00,4712900724493,,298 mm,2.5,1,0,2,2,1,0,MHz,8 GB,8000 MHz,185 W,
ASUS Radeon RX 580 STRIX O8G Gaming,$201.65 USD,ASUS,90YV0AK0-M0NA00,4712900696295,889349696293,298 mm,2.5,1,0,2,2,1,0,1380 MHz,8 GB,8000 MHz,185 W,https://www.amazon.ca/dp/B071D8YQJD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
ASUS Radeon RX 580 STRIX T8G Gaming,,ASUS,90YV0AK1-M0NA00,4712900709100,,298 mm,2.5,1,0,2,2,1,0,1431 MHz,8 GB,8000 MHz,185 W,
ASUS Radeon RX 590 ROG STRIX 8G Gaming,,ASUS,90YV0CF0-M0NA00,4718017186049,,298 mm,2.0,1,0,2,2,1,0,1565 MHz,8 GB,8000 MHz,225 W,
ASUS Radeon RX 6400 Dual,,ASUS,90YV0H90-M0NA00,4711081592075,195553592079,201 mm,2.0,0,0,1,1,0,0,2321 MHz,4 GB,,53 W,
ASUS Radeon RX 6400 Phoenix,,ASUS,90YV0H91-M0NA00,4711081602392,,196 mm,2.0,0,0,1,1,0,0,2321 MHz,4 GB,,53 W,
ASUS Radeon RX 7600 Dual O8G V2,,ASUS,90YV0IH2-M0NA00,4711387228937,,205 mm,2.5,1,0,1,3,0,0,MHz,8 GB,18000 MHz,165 W,
ASUS Radeon RX 7900 XT TUF,,ASUS,90YV0IV1-M0NA00,4711387020043,,352.9 mm,3.6,3,0,1,3,0,0,MHz,20 GB,20000 MHz,320 W,
ASUS Radeon RX 7900 XTX TUF,,ASUS,90YV0IG0-M0NA00,4711387020067,,352.9 mm,3.6,3,0,1,3,0,0,MHz,24 GB,20000 MHz,355 W,
ASUS Radeon RX Vega 56 STRIX O8G Gaming,,ASUS,90YV0B50-M0NA00,4712900909289,,298 mm,2.5,2,0,2,2,1,0,1573 MHz,8 GB,,250 W,
ASUS Radeon VII,,ASUS,90YV0CY0-U0NA00,4718017266390,,280 mm,2.0,2,0,1,1,0,0,1750 MHz,16 GB,2000 MHz,300 W,
ASUS ROG Matrix GTX 780 Ti Platinum,,ASUS,MATRIX-GTX780TI-P-3GD5,4716659710165,,287 mm,2.0,2,0,1,1,1,1,1072 MHz,3 GB,7012 MHz,250 W,
Asus ROG POSEIDON GTX 1080TI P11G GAMING,,ASUS,ROG-POSEIDON-GTX1080TI-P11G-GAMING,0889349748268,889349748268,298 mm,2.5,2,0,2,2,1,0,1733 MHz,11 GB,11100 MHz,250 W,
Asus ROG STRIX GTX 1050TI 4G GAMING,$224.42 USD,ASUS,ROG STRIX-GTX1050TI-4G-GAMING,0889349578179,889349578179,241 mm,2.0,0,1,1,1,2,0,1430 MHz,4 GB,7008 MHz,75 W,https://www.amazon.ca/Geforce-Gaming-Graphics-STRIX-GTX1050TI-4G-GAMING-Graphic/dp/B01N753HWS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N753HWS
Asus ROG STRIX GTX 1050TI O4G GAMING,$188.59 USD,ASUS,ROG STRIX-GTX1050TI-O4G-GAMING,0889349578124,889349578124,241 mm,2.0,0,1,1,1,2,0,1506 MHz,4 GB,7008 MHz,75 W,https://www.amazon.ca/Geforce-1050Ti-Graphics-STRIX-GTX1050TI-O4G-GAMING-Graphic/dp/B01MG9AKKZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MG9AKKZ
Asus ROG STRIX GTX 1060 6G GAMING,$331.03 USD,ASUS,ROG STRIX-GTX1060-6G-GAMING,0889349469361,889349469361,298 mm,2.0,1,0,2,2,1,0,1746 MHz,6 GB,8008 MHz,120 W,https://www.amazon.ca/dp/B01IPVSG4C?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Asus ROG STRIX GTX 1060 O6G GAMING,$288.61 USD,ASUS,ROG STRIX-GTX1060-O6G-GAMING,0889349469347,889349469347,298 mm,2.0,1,0,2,2,1,0,1873 MHz,6 GB,8208 MHz,120 W,https://www.amazon.ca/GeForce-STRIX-Ready-Graphic-STRIX-GTX1060-O6G-GAMING/dp/B01IPVSN1S?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01IPVSN1S
Asus ROG STRIX GTX 1070 8G GAMING,,ASUS,ROG STRIX-GTX1070-8G-GAMING,7104757786040,889349441695,298 mm,2.0,1,0,2,2,1,0,1721 MHz,8 GB,8008 MHz,150 W,
Asus ROG STRIX GTX 1070TI 8G GAMING,$529.52 USD,ASUS,ROG-STRIX-GTX1070TI-8G-GAMING,0190017147772,889349892374,298 mm,2.5,1,0,2,2,1,0,1721 MHz,8 GB,8008 MHz,180 W,https://www.amazon.ca/GeForce%C2%AE-Advanced-Gaming-Graphics-ROG-STRIX-GTX1070TI-A8G-GAMING/dp/B076RCTXGX?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076RCTXGX
Asus ROG STRIX GTX 1080 8G GAMING,$513.97 USD,ASUS,ROG STRIX-GTX1080-8G-GAMING,0889349442234,780746167464,298 mm,2.0,1,1,2,2,1,0,1771 MHz,8 GB,10010 MHz,180 W,https://www.amazon.ca/ASUS-GeForce-STRIX-Graphics-STRIX-GTX1080-8G-GAMING/dp/B01GRRRW0A?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GRRRW0A
Asus ROG STRIX GTX 1080 A8G 11GBPS,,ASUS,ROG-STRIX-GTX1080-A8G-11GBPS,0889349743539,889349743539,298 mm,2.5,1,1,2,2,1,0,1822 MHz,8 GB,11100 MHz,180 W,
Asus ROG STRIX GTX 1080 A8G GAMING,,ASUS,ROG STRIX-GTX1080-A8G-GAMING,0889349479742,889349479742,298 mm,2.0,1,1,2,2,1,0,1835 MHz,8 GB,10010 MHz,180 W,
Asus ROG STRIX GTX 1080TI 11G GAMING,$774.69 USD,ASUS,ROG-STRIX-GTX1080TI-11G-GAMING,0889349718575,889349718575,298 mm,2.5,2,0,2,2,1,0,1632 MHz,11 GB,11100 MHz,250 W,https://www.amazon.ca/Strix-GeForce-Gaming-Graphics-ROG-STRIX-GTX1080TI-11G-GAMING/dp/B06XY25VTC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XY25VTC
Asus ROG STRIX GTX 1080TI O11G GAMING,$994.98 USD,ASUS,ROG-STRIX-GTX1080TI-O11G-GAMING,0889349714539,889349714539,298 mm,2.5,2,0,2,2,1,0,1708 MHz,11 GB,11100 MHz,250 W,https://www.amazon.ca/ROG-STRIX-GTX1080TI-O11G-GAMING-GeForce-DisplayPort-Overclocked-Graphics/dp/B06XXZBPHZ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XXZBPHZ
Asus ROG STRIX RX 560 O4G EVO GAMING,$151.4 USD,ASUS,ROG-STRIX-RX560-O4G-EVO-GAMING,0889349874844,889349874592,194 mm,2.0,0,0,1,1,1,0,1197 MHz,4 GB,6000 MHz,90 W,https://www.amazon.ca/ASUS-Radeon-GDDR5-Graphics-RX560-O4G-EVO/dp/B076FL47B7?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076FL47B7
