rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
852,3400,Real Estate,Herb Simon,88,United States,Indianapolis,Real estate,Real Estate,United States,Simon Property Group,TRUE,D,M,10/23/1934 0:00,Simon,Herb,"Chairman Emeritus of the Board of Simon Property Group, Inc.",4/4/2023 5:01,Indiana,Midwest,1934,10,23,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Healthcare,Leena Tewari,65,India,Mumbai,Pharmaceuticals,Healthcare,India,,FALSE,D,F,9/3/1957 0:00,Tewari,Leena,,4/4/2023 5:01,,,1957,9,3,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
852,3400,Media & Entertainment,Stefan von Holtzbrinck,59,Germany,Stuttgart,Publishing,Media & Entertainment,Germany,,FALSE,U,M,5/15/1963 0:00,von Holtzbrinck,Stefan,,4/4/2023 5:01,,,1963,5,15,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
852,3400,Food & Beverage,Hans Peter Wild,81,Switzerland,Zug,Flavorings,Food & Beverage,Switzerland,,FALSE,D,M,6/16/1941 0:00,Wild,Hans Peter,,4/4/2023 5:01,,,1941,6,16,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
852,3400,Healthcare,Wu Guanjiang & family,54,China,Chongqing,Pharmaceuticals,Healthcare,China,,TRUE,D,M,12/21/1968 0:00,Wu,Guanjiang,,4/4/2023 5:01,,,1968,12,21,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
852,3400,Technology,Yi Zheng,52,China,Hangzhou,Software,Technology,China,,TRUE,U,M,10/15/1970 0:00,Yi,Zheng,,4/4/2023 5:01,,,1970,10,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
852,3400,Technology,Eric Yuan & family,53,United States,Santa Clara,Zoom Video Communications,Technology,United States,Zoom Video Communications,TRUE,D,M,2/20/1970 0:00,Yuan,Eric,Founder and CEO,4/4/2023 5:01,California,West,1970,2,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Media & Entertainment,Charles Zegar,75,United States,New York,Bloomberg LP,Media & Entertainment,United States,,TRUE,U,M,2/29/1948 0:00,Zegar,Charles,,4/4/2023 5:01,New York,Northeast,1948,2,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Construction & Engineering,Mohed Altrad,75,France,Montpellier,"Scaffolding, cement mixers",Construction & Engineering,France,,TRUE,D,M,3/9/1948 0:00,Altrad,Mohed,,4/4/2023 5:01,,,1948,3,9,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
878,3300,Finance & Investments,John Arnold,49,United States,Houston,Hedge funds,Finance & Investments,United States,Centaurus Advisors,TRUE,E,M,3/9/1974 0:00,Arnold,John,Founder,4/4/2023 5:01,Texas,South,1974,3,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Manufacturing,Bill Austin,81,United States,Brownsville,Hearing aids,Manufacturing,United States,,TRUE,U,M,2/25/1942 0:00,Austin,Bill,,4/4/2023 5:01,Texas,South,1942,2,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Manufacturing,Chen Shibin,56,China,Lianyungang,Quartz products,Manufacturing,China,,TRUE,U,M,11/1/1966 0:00,Chen,Shibin,,4/4/2023 5:01,,,1966,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
878,3300,Food & Beverage,Bennett Dorrance,77,United States,Paradise Valley,Campbell Soup,Food & Beverage,United States,,FALSE,U,M,2/9/1946 0:00,Dorrance,Bennett,,4/4/2023 5:01,Arizona,West,1946,2,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Food & Beverage,Walter Faria,68,Brazil,Rio de Janeiro,Beer,Food & Beverage,Brazil,,TRUE,E,M,4/1/1955 0:00,Faria,Walter,,4/4/2023 5:01,,,1955,4,1,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
878,3300,Automotive,Walter Frey,79,Switzerland,Küsnacht,Car dealerships,Automotive,Switzerland,,FALSE,U,M,7/30/1943 0:00,Frey,Walter,,4/4/2023 5:01,,,1943,7,30,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
878,3300,Technology,Fu Liquan & family,55,China,Hangzhou,Surveillance equipment,Technology,China,,TRUE,D,M,8/1/1967 0:00,Fu,Liquan,,4/4/2023 5:01,,,1967,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
878,3300,Real Estate,John Gandel,88,Australia,Melbourne,Shopping malls,Real Estate,Australia,,FALSE,E,M,8/13/1934 0:00,Gandel,John,,4/4/2023 5:01,,,1934,8,13,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
878,3300,Construction & Engineering,Peter Gilgan,72,Canada,Oakville,Homebuilding,Construction & Engineering,Canada,Mattamy Group Corp.,TRUE,U,M,1/1/1951 0:00,Gilgan,Peter,"Founder, CEO and Chairman",4/4/2023 5:01,,,1951,1,1,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
878,3300,Diversified,Kwek Leng Beng,82,Singapore,Singapore,Diversified,Diversified,Singapore,,FALSE,U,M,1/1/1941 0:00,Kwek,Leng Beng,,4/4/2023 5:01,,,1941,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
878,3300,Finance & Investments,Pablo Legorreta,59,United States,Sag Harbor,Investments,Finance & Investments,United States,,TRUE,D,M,10/30/1963 0:00,Legorreta,Pablo,,4/4/2023 5:01,New York,Northeast,1963,10,30,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Media & Entertainment,Arnon Milchan,78,Israel,Tel Aviv,Movie making,Media & Entertainment,Israel,,TRUE,D,M,12/6/1944 0:00,Milchan,Arnon,,4/4/2023 5:01,,,1944,12,6,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
878,3300,Fashion & Retail,Akio Nitori,79,Japan,Hokkaido,Home furnishings,Fashion & Retail,Japan,,TRUE,D,M,3/5/1944 0:00,Nitori,Akio,,4/4/2023 5:01,,,1944,3,5,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
878,3300,Metals & Mining,Julio Ponce Lerou,77,Chile,Santiago,Fertilizer,Metals & Mining,Chile,,TRUE,D,M,11/13/1945 0:00,Ponce Lerou,Julio,,4/4/2023 5:01,,,1945,11,13,131.91,2.6,"$282,318,159,745 ",88.5,101.4,80,18.2,34,18952038,-35.675147,-71.542969
878,3300,Finance & Investments,Rodger Riney & family,77,United States,St. Louis,Discount brokerage,Finance & Investments,United States,"Scottrade, Inc.",TRUE,D,M,1/1/1946 0:00,Riney,Rodger,Cofounder,4/4/2023 5:01,Missouri,Midwest,1946,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Diversified,Phil Ruffin,88,United States,Las Vegas,"Casinos, real estate",Diversified,United States,,TRUE,U,M,3/17/1935 0:00,Ruffin,Phil,,4/4/2023 5:01,Nevada,West,1935,3,17,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Telecom,Naguib Sawiris,68,Egypt,Cairo,Telecom,Telecom,Egypt,,FALSE,D,M,6/15/1954 0:00,Sawiris,Naguib,,4/4/2023 5:01,,,1954,6,15,288.57,9.2,"$303,175,127,598 ",35.2,106.3,71.8,12.5,44.4,100388073,26.820553,30.802498
878,3300,Finance & Investments,Neil Shen,55,China,Hong Kong,Venture capital,Finance & Investments,Hong Kong,Sequoia China,TRUE,D,M,12/16/1967 0:00,Shen,Neil,Investor,4/4/2023 5:01,,,1967,12,16,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
878,3300,Technology,Gil Shwed,54,Israel,Tel Aviv,Software,Technology,Israel,,TRUE,D,M,6/12/1968 0:00,Shwed,Gil,,4/4/2023 5:01,,,1968,6,12,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
878,3300,Finance & Investments,Stephen Smith,71,Canada,Toronto,Finance and investments,Finance & Investments,Canada,,TRUE,U,M,6/2/1951 0:00,Smith,Stephen,,4/4/2023 5:01,,,1951,6,2,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
878,3300,Finance & Investments,Nik Storonsky,38,United Kingdom,London,Fintech,Finance & Investments,United Kingdom,,TRUE,D,M,7/21/1984 0:00,Storonsky,Nik,,4/4/2023 5:01,,,1984,7,21,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
878,3300,Finance & Investments,Jeffrey Talpins,48,United States,Larchmont,Hedge fund,Finance & Investments,United States,Element Capital Management,TRUE,U,M,3/6/1975 0:00,Talpins,Jeffrey,Founder,4/4/2023 5:01,New York,Northeast,1975,3,6,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Finance & Investments,Carl Thoma,74,United States,Dallas,Investments,Finance & Investments,United States,,TRUE,U,M,10/12/1948 0:00,Thoma,Carl,Investor,4/4/2023 5:01,Texas,South,1948,10,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Manufacturing,Todd Wanek,59,United States,St. Petersburg,Furniture,Manufacturing,United States,,FALSE,D,M,3/16/1964 0:00,Wanek,Todd,,4/4/2023 5:01,Florida,South,1964,3,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Manufacturing,Xue Hua,53,China,Guangzhou,Agribusiness,Manufacturing,China,,TRUE,D,M,,Xue,Hua,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
878,3300,Fashion & Retail,Takao Yasuda,73,Singapore,Singapore,Retail,Fashion & Retail,Japan,,TRUE,U,M,5/7/1949 0:00,Yasuda,Takao,,4/4/2023 5:01,,,1949,5,7,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
905,3200,Food & Beverage,Karen Virginia Beckmann Legoretta,53,,,Tequila,Food & Beverage,Mexico,,FALSE,U,F,,Beckmann Legoretta,Karen Virginia,,4/4/2023 5:01,,,,,,,,,,,,,,,,
905,3200,Fashion & Retail,Giuliana Benetton,85,Italy,Treviso,"Fashion retail, investments",Fashion & Retail,Italy,,TRUE,U,F,7/8/1937 0:00,Benetton,Giuliana,,4/4/2023 5:01,,,1937,7,8,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
905,3200,Fashion & Retail,Luciano Benetton,87,Italy,Ponzano Veneto,"Fashion retail, investments",Fashion & Retail,Italy,,TRUE,U,M,5/13/1935 0:00,Benetton,Luciano,,4/4/2023 5:01,,,1935,5,13,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
905,3200,Manufacturing,Arun Bharat Ram,82,India,Delhi,Chemicals,Manufacturing,India,,FALSE,D,M,11/15/1940 0:00,Bharat Ram,Arun,,4/4/2023 5:01,,,1940,11,15,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
905,3200,Finance & Investments,Ron Burkle,70,United Kingdom,London,"Supermarkets, investments",Finance & Investments,United States,"The Yucaipa Companies, LLC",TRUE,U,M,11/12/1952 0:00,Burkle,Ron,Investor,4/4/2023 5:01,,,1952,11,12,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
905,3200,Manufacturing,Chen Kaixuan,64,China,Guangzhou,Household chemicals,Manufacturing,China,,TRUE,D,M,5/1/1958 0:00,Chen,Kaixuan,,4/4/2023 5:01,,,1958,5,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
905,3200,Fashion & Retail,Brunello Cucinelli & family,69,Italy,Solomeo,Fashion,Fashion & Retail,Italy,,TRUE,U,M,9/3/1953 0:00,Cucinelli,Brunello,,4/4/2023 5:01,,,1953,9,3,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
905,3200,Manufacturing,Antonio Del Valle Ruiz & family,84,Mexico,Mexico City,Chemicals,Manufacturing,Mexico,,TRUE,D,M,8/13/1938 0:00,Del Valle Ruiz,Antonio,,4/4/2023 5:01,,,1938,8,13,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
905,3200,Healthcare,Gustavo Denegri & family,86,Italy,torino,Biotech,Healthcare,Italy,,TRUE,Split Family Fortune,M,3/17/1937 0:00,Denegri,Gustavo,,4/4/2023 5:01,,,1937,3,17,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
905,3200,Automotive,Dong Jinggui,53,China,Wuxi,Electric scooters,Automotive,China,,TRUE,U,M,,Dong,Jinggui,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
905,3200,Media & Entertainment,Charles Ergen,70,United States,Denver,Satellite TV,Media & Entertainment,United States,DISH Network,TRUE,D,M,3/1/1953 0:00,Ergen,Charles,Founder and Chairman,4/4/2023 5:01,Colorado,West,1953,3,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Technology,David Filo,56,United States,Palo Alto,Yahoo,Technology,United States,Yahoo!,TRUE,D,M,4/15/1966 0:00,Filo,David,Chief Yahoo,4/4/2023 5:01,California,West,1966,4,15,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Logistics,Lindsay Fox,85,Australia,Melbourne,"Logistics, real estate",Logistics,Australia,,TRUE,U,M,4/19/1937 0:00,Fox,Lindsay,,4/4/2023 5:01,,,1937,4,19,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
905,3200,Fashion & Retail,Sergei Galitsky,55,Russia,Krasnodar,Retail,Fashion & Retail,Russia,,TRUE,E,M,8/14/1967 0:00,Galitsky,Sergei,,4/4/2023 5:01,,,1967,8,14,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
905,3200,Technology,Senapathy Gopalakrishnan,67,India,Bangalore,Software services,Technology,India,,TRUE,D,M,4/5/1955 0:00,Gopalakrishnan,Senapathy,,4/4/2023 5:01,,,1955,4,5,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
905,3200,Fashion & Retail,Luciano Hang,60,Brazil,Brusque,Department stores,Fashion & Retail,Brazil,,TRUE,D,M,10/11/1962 0:00,Hang,Luciano,,4/4/2023 5:01,,,1962,10,11,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
905,3200,Finance & Investments,Michael Hintze,69,United Kingdom,London,Investment,Finance & Investments,Australia,CQS LLP,TRUE,E,M,7/27/1953 0:00,Hintze,Michael,Founder,4/4/2023 5:01,,,1953,7,27,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
905,3200,Healthcare,Hu Baifan,60,China,Shaoxing,Pharmaceuticals,Healthcare,China,,TRUE,D,M,10/1/1962 0:00,Hu,Baifan,,4/4/2023 5:01,,,1962,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
905,3200,Finance & Investments,Hamilton James & family,71,United States,New York,Investments,Finance & Investments,United States,,TRUE,U,M,8/3/1951 0:00,James,Hamilton,,4/4/2023 5:01,New York,Northeast,1951,8,3,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Technology,Lee Boo-jin,52,South Korea,Seoul,Samsung,Technology,South Korea,,FALSE,D,F,10/6/1970 0:00,Lee,Boo-jin,,4/4/2023 5:01,,,1970,10,6,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
905,3200,Manufacturing,Li Liangbin,55,China,Xinyu,Lithium,Manufacturing,China,,TRUE,D,M,9/1/1967 0:00,Li,Liangbin,,4/4/2023 5:01,,,1967,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
905,3200,Manufacturing,Liang Feng,54,China,Shanghai,Manufacturing,Manufacturing,China,,TRUE,D,M,11/22/1968 0:00,Liang,Feng,,4/4/2023 5:01,,,1968,11,22,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
905,3200,Healthcare,Samir Mehta,59,India,Ahmedabad,"Pharmaceuticals, power",Healthcare,India,,FALSE,U,M,9/18/1963 0:00,Mehta,Samir,,4/4/2023 5:01,,,1963,9,18,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
905,3200,Healthcare,Sudhir Mehta,68,India,Ahmedabad,"Pharmaceuticals, power",Healthcare,India,,FALSE,U,M,4/10/1954 0:00,Mehta,Sudhir,,4/4/2023 5:01,,,1954,4,10,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
905,3200,Metals & Mining,Aristotelis Mistakidis,61,Switzerland,Zug,"Mining, commodities",Metals & Mining,Greece,,TRUE,D,M,11/21/1961 0:00,Mistakidis,Aristotelis,,4/4/2023 5:01,,,1961,11,21,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
905,3200,Real Estate,Geoffrey Palmer,72,United States,Beverly Hills,Real estate,Real Estate,United States,,FALSE,N,M,5/11/1950 0:00,Palmer,Geoffrey,,4/4/2023 5:01,California,West,1950,5,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Automotive,Roger Penske,86,United States,Birmingham,Cars,Automotive,United States,,TRUE,U,M,2/20/1937 0:00,Penske,Roger,,4/4/2023 5:01,Michigan,Midwest,1937,2,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Construction & Engineering,Ravi Pillai,69,United Arab Emirates,Dubai,Construction,Construction & Engineering,India,,TRUE,U,M,9/2/1953 0:00,Pillai,Ravi,,4/4/2023 5:01,,,1953,9,2,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
905,3200,Finance & Investments,David Rubenstein,73,United States,Bethesda,Private equity,Finance & Investments,United States,Carlyle Group,TRUE,D,M,8/11/1949 0:00,Rubenstein,David,Cofounder and Co-executive Chairman,4/4/2023 5:01,Maryland,South,1949,8,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Food & Beverage,Hilton Schlosberg,70,United States,Irvine,Energy drinks,Food & Beverage,United Kingdom,,TRUE,U,M,1/1/1953 0:00,Schlosberg,Hilton,,4/4/2023 5:01,California,West,1953,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Service,Klaus-Peter Schulenberg,71,Germany,Bremen,Ticketing service,Service,Germany,,TRUE,U,M,7/1/1951 0:00,Schulenberg,Klaus-Peter,,4/4/2023 5:01,,,1951,7,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
905,3200,Energy,Lynn Schusterman & family,84,United States,Tulsa,"Oil & gas, investments",Energy,United States,,FALSE,D,F,1/21/1939 0:00,Schusterman,Lynn,,4/4/2023 5:01,Oklahoma,South,1939,1,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Manufacturing,Isabella Seràgnoli,77,Italy,Bologna,Packaging,Manufacturing,Italy,,FALSE,U,F,12/23/1945 0:00,Seràgnoli,Isabella,,4/4/2023 5:01,,,1945,12,23,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
905,3200,Fashion & Retail,Shen Guojun,60,China,Beijing,Retail,Fashion & Retail,China,,TRUE,D,M,7/31/1962 0:00,Shen,Guojun,,4/4/2023 5:01,,,1962,7,31,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
905,3200,Finance & Investments,Warren Stephens,66,United States,Little Rock,Investment banking,Finance & Investments,United States,,FALSE,U,M,2/18/1957 0:00,Stephens,Warren,,4/4/2023 5:01,Arkansas,South,1957,2,18,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Healthcare,Pat Stryker,66,United States,Fort Collins,Medical equipment,Healthcare,United States,,FALSE,U,F,4/6/1956 0:00,Stryker,Pat,,4/4/2023 5:01,Colorado,West,1956,4,6,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Logistics,Roman Trotsenko,52,Russia,Moscow,"Transport, engineering, real estate",Logistics,Russia,,TRUE,R,M,9/12/1970 0:00,Trotsenko,Roman,,4/4/2023 5:01,,,1970,9,12,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
905,3200,Technology,Harald Tschira,48,Germany,Heidelberg,Software,Technology,Germany,,FALSE,Split Family Fortune,M,4/25/1974 0:00,Tschira,Harald,,4/4/2023 5:01,,,1974,4,25,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
905,3200,Technology,Udo Tschira,53,Germany,Wiesloch,Software,Technology,Germany,,FALSE,Split Family Fortune,M,9/17/1969 0:00,Tschira,Udo,,4/4/2023 5:01,,,1969,9,17,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
905,3200,Finance & Investments,Vincent Viola,67,United States,New York,Electronic trading,Finance & Investments,United States,,TRUE,D,M,2/12/1956 0:00,Viola,Vincent,,4/4/2023 5:01,New York,Northeast,1956,2,12,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Food & Beverage,Wu Shaoxun,67,China,Daye,Wine,Food & Beverage,China,,TRUE,D,M,1/1/1956 0:00,Wu,Shaoxun,,4/4/2023 5:01,,,1956,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
905,3200,Gambling & Casinos,Steve Wynn,81,United States,Palm Beach,"Casinos, hotels",Gambling & Casinos,United States,Wynn Resorts,TRUE,D,M,1/27/1942 0:00,Wynn,Steve,Cofounder,4/4/2023 5:01,Florida,South,1942,1,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Gambling & Casinos,Jon Yarbrough,65,United States,Franklin,Video games,Gambling & Casinos,United States,,TRUE,U,M,5/10/1957 0:00,Yarbrough,Jon,,4/4/2023 5:01,Tennessee,South,1957,5,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,Manufacturing,Zhou Bajin,87,China,Changzhou,Auto parts,Manufacturing,China,,TRUE,D,M,5/1/1935 0:00,Zhou,Bajin,,4/4/2023 5:01,,,1935,5,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
949,3100,Manufacturing,Cho Tak Wong,76,China,Fuqing,Auto parts,Manufacturing,Hong Kong,,TRUE,D,M,5/15/1946 0:00,Cho,Tak Wong,,4/4/2023 5:01,,,1946,5,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
949,3100,Gambling & Casinos,John Coates,53,United Kingdom,Stoke-On-Trent,Online gambling,Gambling & Casinos,United Kingdom,,TRUE,U,M,1/7/1970 0:00,Coates,John,,4/4/2023 5:01,,,1970,1,7,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
949,3100,Finance & Investments,Ryan Cohen,37,United States,Bal Harbour,Investments,Finance & Investments,Canada,,TRUE,U,M,8/4/1985 0:00,Cohen,Ryan,,4/4/2023 5:01,Florida,South,1985,8,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
949,3100,Food & Beverage,Deng Wen,55,China,Chengdu,Flavorings,Food & Beverage,China,,TRUE,U,M,3/1/1968 0:00,Deng,Wen,,4/4/2023 5:01,,,1968,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
949,3100,Manufacturing,Gurbachan Singh Dhingra,72,India,Delhi,Paints,Manufacturing,India,,TRUE,D,M,4/9/1950 0:00,Dhingra,Gurbachan Singh,,4/4/2023 5:01,,,1950,4,9,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
949,3100,Manufacturing,Kuldip Singh Dhingra,75,India,Delhi,Paints,Manufacturing,India,,TRUE,D,M,9/2/1947 0:00,Dhingra,Kuldip Singh,,4/4/2023 5:01,,,1947,9,2,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
