"name","rank","year","company.founded","company.name","company.relationship","company.sector","company.type","demographics.age","demographics.gender","location.citizenship","location.country code","location.gdp","location.region","wealth.type","wealth.worth in billions","wealth.how.category","wealth.how.from emerging","wealth.how.industry","wealth.how.inherited","wealth.how.was founder","wealth.how.was political"
"Pierre Omidyar","162","2014","1995","Ebay","founder and chairman","e-commerce","new","46","male","United States","USA","0.0","North America","founder non-finance","8.2","New Sectors","True","Technology-Computer","not inherited","True","True"
"Xavier Niel","162","2014","1999","Iliad","founder","internet service provider","new","46","male","France","FRA","0.0","Europe","founder non-finance","8.2","New Sectors","True","Technology-Computer","not inherited","True","True"
"Prajogo Pangestu","163","1996","1977","Barito Pacific","founder","petrochemicals","new","0","male","Indonesia","IDN","227000000000.0","East Asia","privatized and resources","2.2","Resource Related","True","Mining and metals","not inherited","True","True"
"Akihiko Otsuka","164","1996","1921","Otsuka Holdings","relation","pharmaceuticals","new","0","male","Japan","JPN","4710000000000.0","East Asia","inherited","2.2","New Sectors","True","Technology-Medical","father","True","True"
"Kazuo Matsuda","165","1996","1963","Nichiei","founder","small-company lending","new","0","male","Japan","JPN","4710000000000.0","East Asia","self-made finance","2.2","Financial","True","Money Management","not inherited","True","True"
"Margarita Louis-Dreyfus","165","2014","1851","Louis-Dreyfus Goup","relation","commodities (wheat, oil, shipping)","new","50","female","Switzerland","CHE","0.0","Europe","inherited","8.1","Resource Related","True","Mining and metals","spouse/widow","True","True"
"Lucio Tan","166","1996","1982","Asia Brewery","founder","beverages","new","61","male","Philippines","PHL","82848194406.0","East Asia","self-made finance","2.2","Financial","True","Money Management","not inherited","True","True"
"Pierre Castel","166","2014","1949","Goupe Castel","founder","beverages","new","87","male","France","FRA","0.0","Europe","founder non-finance","8.0","Traded Sectors","True","Consumer","not inherited","True","True"
"Philip Anschutz","167","1996","1961","Circle A Drilling","investor","oil, railroad, investments","aquired","56","male","United States","USA","8100000000000.0","North America","self-made finance","2.2","Financial","True","Money Management","not inherited","True","True"
"Aloysio de Andrade Faria","167","2001","1925","Banco Real","relation","banking","new","80","male","Brazil","BRA","560000000000.0","Latin America","inherited","2.8","Financial","True","Money Management","father","True","True"
"Charles Dolan","167","2001","1972","Cablevision and HBO","founder","media","new","74","male","United States","USA","10600000000000.0","North America","founder non-finance","2.8","Non-Traded Sectors","True","Media","not inherited","True","True"
"Jack Taylor","167","2001","1957","Enterprise","founder","rental cars","new","0","male","United States","USA","10600000000000.0","North America","founder non-finance","2.8","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"John Sall","167","2001","1976","SAS institute","founder","software","new","54","male","United States","USA","10600000000000.0","North America","founder non-finance","2.8","New Sectors","True","Technology-Computer","not inherited","True","True"
"Klaus Jacobs","167","2001","1895","Jacobs Suchard AG","relation","chocolate and coffee","new","0","male","Switzerland","CHE","279000000000.0","Europe","inherited","2.8","Traded Sectors","True","Consumer","3rd generation","True","True"
"Steven Udvar-Hazy","167","2001","1973","International Lease Finance Corporation","founder","aircraft leasing","new","55","male","United States","USA","10600000000000.0","North America","founder non-finance","2.8","0","True","Other","not inherited","True","True"
"Yoshiaki Tsutsumi","167","2001","1894","Seibu Corporation","relation","real estate","aquired","66","male","Japan","JPN","4160000000000.0","East Asia","inherited","2.8","Financial","True","Real Estate","father","True","True"
"Emmanuel Besnier","167","2014","1933","Lactalis","relation","cheese","new","43","male","France","FRA","0.0","Europe","inherited","7.9","Traded Sectors","True","Consumer","father","True","True"
"Marvin Davis","168","1996","1945","Davis Petroleum","relation","oil","new","70","male","United States","USA","8100000000000.0","North America","inherited","2.2","Resource Related","True","Energy","father","True","True"
"Blair Parry-Okeden","168","2014","1898","Cox Enterprises","relation","media","aquired","63","female","United States","USA","0.0","North America","inherited","7.7","Non-Traded Sectors","True","Media","3rd generation","True","True"
"David Duffield","168","2014","1987","PeopleSoft","founder","software","new","73","male","United States","USA","0.0","North America","founder non-finance","7.7","New Sectors","True","Technology-Computer","not inherited","True","True"
"Jean-Claude Decaux","168","2014","1964","JCDecaux","founder","advertising","new","76","male","France","FRA","0.0","Europe","founder non-finance","7.7","Non-Traded Sectors","True","Media","not inherited","True","True"
"Jim Kennedy","168","2014","1898","Cox Enterprises","relation","media","aquired","66","male","United States","USA","0.0","North America","inherited","7.7","Non-Traded Sectors","True","Media","3rd generation","True","True"
"Reinhold Wuerth","168","2014","1945","Adolf Wurth Group","relation","screws","new","78","male","Germany","DEU","0.0","Europe","executive","7.7","Traded Sectors","True","Non-consumer industrial","not inherited","True","True"
"Lee Bass","169","1996","1919","Sid Richardson Gasoline Co","relation","oil","new","39","male","United States","USA","8100000000000.0","North America","inherited","2.2","Resource Related","True","Energy","father","True","True"
"Roberto Marinho","170","1996","1925","Globo Organizations","relation","media","new","0","male","Brazil","BRA","854000000000.0","Latin America","inherited","2.1","Non-Traded Sectors","True","Media","father","True","True"
"Philippe Bouriez","171","1996","1975","Cora","founder","retail","new","0","male","France","FRA","1610000000000.0","Europe","founder non-finance","2.1","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Stefan Schoerghuber","172","1996","1954","Schorghuber Group","relation","real estate","new","34","male","Germany","DEU","2500000000000.0","Europe","inherited","2.1","Financial","True","Real Estate","father","True","True"
"Anneliese Brost","173","1996","1948","Westdeutsche Allgemeine Zeitung","founder","media","new","75","female","Germany","DEU","2500000000000.0","Europe","founder non-finance","2.1","Non-Traded Sectors","True","Media","not inherited","True","True"
"Jacques Servier","173","2014","1954","Laboratories Servier","founder","pharmaceuticals","new","92","male","France","FRA","0.0","Europe","founder non-finance","7.6","New Sectors","True","Technology-Medical","not inherited","True","True"
"Johann Rupert","173","2014","1940","Rembrandt Group","relation","tobacco/luxury brands","new","63","male","South Africa","ZAF","0.0","Sub-Saharan Africa","inherited","7.6","Traded Sectors","True","Consumer","father","True","True"
"R Budi Hartono","173","2014","1951","Djarum","relation","tobacco","new","73","male","Indonesia","IDN","0.0","East Asia","self-made finance","7.6","Financial","True","Money Management","not inherited","True","True"
"Tsai Wan-Tsai","173","2014","1961","Fubon Financial holding Company","founder","banking","new","84","male","Taiwan","Taiwan","0.0","East Asia","self-made finance","7.6","Financial","True","Money Management","not inherited","True","True"
"Funke family","174","1996","0","","","","","0","","Germany","DEU","2500000000000.0","Europe","","2.1","Non-Traded Sectors","True","Media","not inherited","True","True"
"Bruno Schroder","174","2001","1800","Schroders","relation","banking","new","68","male","United Kingdom","GBR","1530000000000.0","Europe","inherited","2.7","Financial","True","Money Management","4th generation","True","True"
"Cheng Yu-tung","174","2001","1929","Chow Tai Fook Enterprises","relation","real estate","new","75","male","Hong Kong","HKG","169000000000.0","East Asia","inherited","2.7","Financial","True","Real Estate","father","True","True"
"Jeffrey Skoll","174","2001","1995","Ebay","president","e-commerce","new","36","male","Canada","CAN","733000000000.0","North America","executive","2.7","New Sectors","True","Technology-Computer","not inherited","True","True"
"Samuel LeFrak","174","2001","1905","LeFrack ","relation","real estate","new","0","male","United States","USA","10600000000000.0","North America","inherited","2.7","Financial","True","Real Estate","3rd generation","True","True"
"Wang Yue-che","174","2001","1954","Formosa Plastics","founder","petrochemicals","new","84","male","Taiwan","Taiwan","0.0","East Asia","founder non-finance","2.7","Traded Sectors","True","Consumer","not inherited","True","True"
"Kumar Birla","175","1996","1857","Aditya Birla Group","relation","cement","new","28","male","India","IND","400000000000.0","South Asia","inherited","2.1","Resource Related","True","Mining and metals","4th generation","True","True"
"Masahiro Ohga","176","1996","0","","","","","0","male","Japan","JPN","4710000000000.0","East Asia","","2.1","Non-Traded Sectors","True","Media","not inherited","True","True"
"Ryoichi Jinnai","177","1996","1962","Promise Consumer Finance","founder","finance","new","69","male","Japan","JPN","4710000000000.0","East Asia","self-made finance","2.1","Financial","True","Money Management","not inherited","True","True"
"Charles Johnson","177","2014","1947","Franklin Resources","relation","mutal funds","new","81","male","United States","USA","0.0","North America","inherited","7.5","Financial","True","Money Management","father","True","True"
"James Goodnight","177","2014","1976","SAS institute","founder","software","new","71","male","United States","USA","0.0","North America","founder non-finance","7.5","New Sectors","True","Technology-Computer","not inherited","True","True"
"John Malone","177","2014","1968","Tele-Communications Inc","CEO","telecommunications","merger","72","male","United States","USA","0.0","North America","executive","7.5","Non-Traded Sectors","True","Media","not inherited","True","True"
"John Menard, Jr.","177","2014","1972","Menards","founder","hardware stores","new","74","male","United States","USA","0.0","North America","founder non-finance","7.5","Non-Traded Sectors","True","Retail, Restaurant","not inherited","True","True"
"Klaus Tschira","177","2014","1972","SAP AG","founder","software","new","73","male","Germany","DEU","0.0","Europe","founder non-finance","7.5","New Sectors","True","Technology-Computer","not inherited","True","True"
