,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DNH,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Pondy,Bihar,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
01/11/2020 00:00:00,284.4,205.8,220.9,126.4,403,45.1,29.9,41.9,6.5,81.1,322.7,157.7,386.3,10,18.6,169.3,152.5,191.5,72.8,347.2,9.5,107.8,23.4,81,177.9,1.2,2.2,34,2.6,5.8,2,2.2,5.6
02/11/2020 00:00:00,271.4,210.4,218.1,122.3,364.9,44.2,29.9,41,6,77.9,321.8,154.9,382.6,10,18.6,179.4,150.4,183.5,72.7,336.3,9.5,101.6,22.6,79.7,161.8,1,2.1,30.9,2.3,5.6,1.7,2,5.2
03/11/2020 00:00:00,270,199.5,201.3,119.6,377.9,42.2,25,43,5.6,79,305.1,157.1,367.1,10.5,17.3,175.1,147.3,172.9,65.4,317.2,8.7,83.7,21.5,80.6,144.9,0.8,2.2,26.8,2.4,5.9,1.4,2.1,4.3
04/11/2020 00:00:00,124.3,117.9,213.8,72,311.1,34.1,24.9,44.5,3.3,99,359.3,205.9,477.1,12,17.3,195.1,218.5,243.7,84.7,342.7,8,75.7,22.8,81.3,145.8,1.1,2,18,2.3,4.9,1.5,1.9,2.6
05/11/2020 00:00:00,124.4,124,216.6,75,320.1,35.6,24.7,45.4,3.5,99.6,366.9,206.3,485.9,12,17.6,195.8,225.3,247.8,85.3,350.4,8.4,83,24.3,95.3,168.7,1.3,2,19.8,2.1,5.3,1.7,1.9,2.4
01/12/2020 00:00:00,130.8,126,220.4,77.3,322.8,36.5,25.4,45.4,3.6,100.4,370.5,208.1,494.1,12,18.1,196.5,227.7,248.6,86.4,357.3,8.5,82.9,26.3,105.7,172.6,1.4,2.1,20.4,2.1,5.4,1.8,2,2.4
02/12/2020 00:00:00,129.4,127.3,218.4,81.3,331.4,37,25.8,45.2,3.7,101.8,377.4,209.8,492.8,12,18.2,197.6,219.5,246.5,84.7,356.9,8.5,85,25.2,112.3,174.4,1.5,2.1,23.3,2.4,5.4,1.6,2.1,3.3
03/12/2020 00:00:00,132.1,129.7,205.6,85.6,336.7,37.8,26.2,45.2,4,103,379.8,205.2,472.8,12,18.4,197.3,212.5,242.8,83.9,355.1,8.7,85.4,24,113,169.8,1.4,2.1,21.7,2.3,5.4,1.5,2,3.6
04/12/2020 00:00:00,132.1,128.4,207,83.9,334.6,38.2,27,43,4,101.8,377.2,203.3,475.3,12,18.2,186.1,207.2,226.7,85.1,353.5,8.6,70,19.3,111.6,145.5,1.2,2,24.2,2.5,5.7,1.6,2,3.3
05/12/2020 00:00:00,120.4,111.2,201.4,83.6,287.3,35.2,24.3,42.6,3.5,102.4,362.5,200.1,470.5,12,18.4,181.9,197,218.6,78.7,323.7,7.9,61.7,17.7,95.1,110.4,1.2,2.1,20.3,2.5,5.8,1.6,2.1,3.3
