ID	Tweet	Affect Dimension	Intensity Score
2017-En-10094	@leesyatt you are a cruel, cruel man. #therewillbeblood 	anger	0.775
2017-En-10324	Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!	anger	0.542
2017-En-10723	Keep in mind. We're all weak. Don't insult people just because they're human.	anger	0.333
2017-En-10664	“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride #anger	anger	0.314
2017-En-10963	I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh 😅	anger	0.312
2017-En-10520	@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. 😉	anger	0.438
2017-En-10757	@justinbieber Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand smiles these night#BelieveTour	anger	0.312
2017-En-11001	@josefcd904 @Reddou_Kun @deven_luca @supersoniclemon He also likes incurring Lily's wrath.	anger	0.333
2017-En-11130	@o2academybham since when the fuck can you not stand at a concert? #raging	anger	0.771
2017-En-10983	@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy?  #leictershireaway #therey	anger	0.375
2017-En-10559	im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway	anger	0.417
2017-En-10269	Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?	anger	0.598
2017-En-10245	Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops	anger	0.583
2017-En-10583	@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥	anger	0.417
2017-En-10788	@pbump @AndyRichter  My heart goes out to that woman for the indignity of what she is sitting through.	anger	0.271
2017-En-11636	@JordySloan love that Jordy #revenge ⚽️	anger	0.333
2017-En-10976	When you want to say something so bad but can't ! #furious 😤	anger	0.521
2017-En-11295	@amymarsden_wtf I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs	anger	0.667
2017-En-10969	HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry #bitter #bbmichelle	anger	0.271
2017-En-10933	(Sam) Brown's Law: Never offend people with style when you can fake that, you have to break us in this Island.	anger	0.333
2017-En-10238	And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended	anger	0.583
2017-En-11596	@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful #relentless	anger	0.312
2017-En-11411	Yeah, no. I don' mind tweetin' that twice. #snap #blm #likeThat	anger	0.396
2017-En-10024	@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!	anger	0.792
2017-En-11598	Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n#haikuchallenge #offend #poetry	anger	0.625
2017-En-11463	@gypsydragoness chuckle. 'Any idea girl?' The dragoness let out a frustrated growl, blowing smoke out of her nostrils. The old man nodded +	anger	0.417
2017-En-10804	@KingNicky7 also madden isn't the funniest game to watch and if there isn't much happening it's boring	anger	0.250
2017-En-10143	testing #angry	anger	0.667
2017-En-11221	@LuluLemonLime83 wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and	anger	0.479
2017-En-11231	Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming	anger	0.521
2017-En-11177	Thurston offers Gallen a ‘peace’ of his mind: NORTH Queensland playmaker Johnathon Thurston insists he holds no grudge against Paul G...	anger	0.312
2017-En-11458	Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously	anger	0.604
2017-En-10594	#welfarereform should not be a 'model' for .	anger	0.417
2017-En-10932	@DJ_JeanFranko growl!!!	anger	0.500
2017-En-11385	@xBladeMania 'I didn't see them???' huff.	anger	0.417
2017-En-10015	Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen. #anger #loathing	anger	0.854
2017-En-11562	@emilieragann did another bee sting you on the tongue ?	anger	0.306
2017-En-10230	Girls irritate me so much lol	anger	0.527
2017-En-10331	Need a new outlet for #rage	anger	0.542
2017-En-11114	@Red_Magpie @ali_faceache1 @joanna_caron @KCBFD @xMATTxLAWx he's not exactly a rabid tub thumper compared to McTernan now is he.	anger	0.500
2017-En-10789	You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless	anger	0.271
2017-En-10346	Recommended reading: Prisoners of Hate by Aaron Beck #anger	anger	0.521
2017-En-11556	@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #Victim	anger	0.667
2017-En-11268	@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. 	anger	0.500
2017-En-10596	@RealPaulWalker R.I.P Paul, furious 8 can't wait	anger	0.254
2017-En-11162	Why is it always me picking up the pieces :/ 	anger	0.458
2017-En-11572	@DonnyMurray I'm just no offended by stuff.We're gettin a situ where folk moan about the Polis/SNP but then happy to snitch when offended...	anger	0.479
2017-En-11382	very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now 	anger	0.562
2017-En-11495	#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears   #O	anger	0.479
2017-En-10856	Love the new song I can't stop thinking about you by .	anger	0.083
2017-En-11622	@LethalWeaponFOX promised I wouldn't live tweet, but  @DamonkWayans + @ClayneCrawford brought it! @JordanaBrewster and #furious action FTW!	anger	0.521
2017-En-10208	@Austin4evaLEEDS fuming!	anger	0.625
2017-En-10845	Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE HER😩	anger	0.146
2017-En-10367	.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying	anger	0.521
2017-En-10372	Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.	anger	0.521
2017-En-10816	I should really study today for chemistry but playing madden is just way more fun.	anger	0.208
2017-En-11505	@Markk1872  Red heads are more fiery.	anger	0.280
2017-En-10993	The war is right outside your door  #USAToday	anger	0.396
2017-En-10456	Get to work and there's a fire drill. #fire #burning #outthere #inthedark	anger	0.479
2017-En-10076	I dislike people who get offended by the littlest shit .	anger	0.729
2017-En-41169	@dlrwills turn that frown upside down buddy 🙃.	anger	0.375
2017-En-11396	@DepressedStride &gt; huff louder	anger	0.375
2017-En-10868	@DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason	anger	0.726
2017-En-11311	@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2  #fedup	anger	0.667
2017-En-40205	@laureeenwillam can't cope wi her sour face and tiny pout 😡😡	anger	0.479
2017-En-11632	@jackmegawphoto what if lives are attached to real estate? Shall I come trash your cameras because I'm angry with what your race is doing?	anger	0.604
2017-En-10306	@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended	anger	0.421
2017-En-10536	@iStoleFreeHugs @stephlaris lol I'm happy with my negative, realistic ass self. Sorry to offend you	anger	0.438
2017-En-11180	Manchester derby at home 	anger	0.188
2017-En-41175	I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection	anger	0.188
2017-En-11488	Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of .	anger	0.667
2017-En-10480	I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not	anger	0.458
2017-En-11232	@Thatguy_dree @RecklessWonder_ neither one of y'all can see me in this madden	anger	0.375
2017-En-10854	Follow up. Follow through. Be . #success	anger	0.125
2017-En-10382	could never be a angry drunk lol yall weirdos just enjoy your time	anger	0.521
2017-En-10069	I lost a couple niggas I want revenge so put me in coach	anger	0.875
2017-En-11298	Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver 	anger	0.521
2017-En-11649	@baileygazteacow NO. The gay guy and the dad revenge fucking	anger	0.583
2017-En-11194	@downeysduckling nick fury	anger	0.438
2017-En-11566	James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18  #shouldofVotedforNicole	anger	0.688
2017-En-10336	Hell hath not fury like a hamstring cramp. #ouch	anger	0.542
2017-En-11462	Y'all do the most on twitter and snap	anger	0.396
2017-En-41044	Wrinkles should merely hide where frown have been.  - Mark Twain	anger	0.125
2017-En-10149	@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting	anger	0.667
2017-En-11218	@LoyalLadyMalfoy &lt;• change them himself. He follows behind with a scowl pinching his lips and takes the sheets to his room. 'So who is •&gt;	anger	0.361
2017-En-10146	i was angry.	anger	0.667
2017-En-11104	@inthefade going back to blissful ignorance?! 	anger	0.454
2017-En-40469	@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.	anger	0.438
2017-En-11478	hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18	anger	0.312
2017-En-10510	@kencurtin they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult	anger	0.458
2017-En-11318	Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute	anger	0.500
2017-En-11302	@jbanks88 offense can't score 3 redzone trips no points n lbs can't pull flags n i missed a flag that lead to a td dat took da league	anger	0.458
2017-En-10451	My leg feels like it's gonna burst, yet I'm still expected to go into work:):)	anger	0.333
2017-En-10466	@danrafaelespn no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton	anger	0.479
2017-En-11683	Like he really just fucking asked me that. #offended	anger	0.750
2017-En-11323	@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! 	anger	0.333
2017-En-11672	He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense	anger	0.354
2017-En-10225	How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg	anger	0.604
2017-En-10509	@HuffPostUK  NO greater wrath than a woman scorned.	anger	0.458
2017-En-11184	What a fucking muppet.  @jRwild1  #stalker.	anger	0.792
2017-En-10028	You ever just find that the people around you really irritate you sometimes? That's me right now 😒	anger	0.792
2017-En-11041	Nothing is more relentless than a dog begging for food	anger	0.479
2017-En-10109	I swear if @devincameron23 blocks me I'm going to hit her back 	anger	0.708
2017-En-11664	I bet @mmunro91 is fuming with our draw 👀	anger	0.583
2017-En-10062	So angry I wanna cry😢😢😢	anger	0.750
2017-En-41338	@grumpy_pumper I involuntarily smile when you frown in photos. And giggle. How annoying!!	anger	0.358
